ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
105	Plains_Cree	twenty five	nīsitanaw niyānanosāp	n iː s i t a n a w + n i j aː n a n + u/- s aː p	twenty five teen		20 5 11		Okimasis2018
106	Plains_Cree	twenty six	nīsitanaw nikotwāsosāp	n iː s i t a n a w + n i k o t w aː s -/i -/k + u/- s aː p	twenty six teen		20 6 11		Okimasis2018
107	Plains_Cree	twenty seven	nīsitanaw tēpakohposāp	n iː s i t a n a w + t eː p a k u h p + u/- s aː p	twenty seven teen		20 7 11		Okimasis2018
108	Plains_Cree	twenty eight	nīsitanaw ayēnānēwosāp	n iː s i t a n a w + a j eː n aː n eː w + u/- s aː p	twenty eight teen		20 8 11		Okimasis2018
29	Plains_Cree	twenty nine	kēkāc-nistomitanaw	k eː k aː ts + n i s t u + m i t a n a w	nearly three -ty		9 3 13		Okimasis2018
30	Plains_Cree	thirty	nistomitanaw	n i s t u + m i t a n a w	three -ty		3 13		Okimasis2018
31	Plains_Cree	thirty one	nistomitanaw ayiwāk pēyak	n i s t u + m i t a n a w + a j i w aː k + p eː j a k	three -ty plus one		3 13 12 1		Okimasis2018
32	Plains_Cree	thirty two	nistomitanaw ayiwāk nīso	n i s t u + m i t a n a w + a j i w aː k + n iː s u	three -ty plus two		3 13 12 2		Okimasis2018
33	Plains_Cree	thirty three	nistomitanaw ayiwāk nisto	n i s t u + m i t a n a w + a j i w aː k + n i s t u	three -ty plus three		3 13 12 3		Okimasis2018
34	Plains_Cree	thirty four	nistomitanaw ayiwāk nēwo	n i s t u + m i t a n a w + a j i w aː k + n eː w u	three -ty plus four		3 13 12 4		Okimasis2018
35	Plains_Cree	thirty five	nistomitanaw ayiwāk niyānan	n i s t u + m i t a n a w + a j i w aː k + n i j aː n a n	three -ty plus five		3 13 12 5		Okimasis2018
36	Plains_Cree	thirty six	nistomitanaw ayiwāk nikotwāsik	n i s t u + m i t a n a w + a j i w aː k + n i k o t w aː s i k	three -ty plus six		3 13 12 6		Okimasis2018
37	Plains_Cree	thirty seven	nistomitanaw ayiwāk tēpakohp	n i s t u + m i t a n a w + a j i w aː k + t eː p a k u h p	three -ty plus seven		3 13 12 7		Okimasis2018
38	Plains_Cree	thirty eight	nistomitanaw ayiwāk ayēnānēw	n i s t u + m i t a n a w + a j i w aː k + a j eː n aː n eː w	three -ty plus eight		3 13 12 8		Okimasis2018
39	Plains_Cree	thirty nine	kēkāc-nēmitanaw	k eː k aː ts + n eː -/w -/u + m i t a n a w	nearly four -ty		9 4 13		Okimasis2018
40	Plains_Cree	forty	nēmitanaw	n eː -/w -/u + m i t a n a w	four -ty		4 13		Okimasis2018
41	Plains_Cree	forty one	nēmitanaw ayiwāk pēyak	n eː -/w -/u + m i t a n a w + a j i w aː k + p eː j a k	four -ty plus one		4 13 12 1		Okimasis2018
42	Plains_Cree	forty two	nēmitanaw ayiwāk nīso	n eː -/w -/u + m i t a n a w + a j i w aː k + n iː s u	four -ty plus two		4 13 12 2		Okimasis2018
43	Plains_Cree	forty three	nēmitanaw ayiwāk nisto	n eː -/w -/u + m i t a n a w + a j i w aː k + n i s t u	four -ty plus three		4 13 12 3		Okimasis2018
44	Plains_Cree	forty four	nēmitanaw ayiwāk nēwo	n eː -/w -/u + m i t a n a w + a j i w aː k + n eː w u	four -ty plus four		4 13 12 4		Okimasis2018
45	Plains_Cree	forty five	nēmitanaw ayiwāk niyānan	n eː -/w -/u + m i t a n a w + a j i w aː k + n i j aː n a n	four -ty plus five		4 13 12 5		Okimasis2018
46	Plains_Cree	forty six	nēmitanaw ayiwāk nikotwāsik	n eː -/w -/u + m i t a n a w + a j i w aː k + n i k o t w aː s i k	four -ty plus six		4 13 12 6		Okimasis2018
47	Plains_Cree	forty seven	nēmitanaw ayiwāk tēpakohp	n eː -/w -/u + m i t a n a w + a j i w aː k + t eː p a k u h p	four -ty plus seven		4 13 12 7		Okimasis2018
48	Plains_Cree	forty eight	nēmitanaw ayiwāk ayēnānēw	n eː -/w -/u + m i t a n a w + a j i w aː k + a j eː n aː n eː w	four -ty plus eight		4 13 12 8		Okimasis2018
49	Plains_Cree	forty nine	kēkāc-niyānanomitanaw	k eː k aː ts + n i j aː n a n + u/- m i t a n a w	nearly five -ty		9 5 13		Okimasis2018
50	Plains_Cree	fifty	niyānanomitanaw	n i j aː n a n + u/- m i t a n a w	five -ty		5 13		Okimasis2018
51	Plains_Cree	fifty one	niyānanomitanaw ayiwāk pēyak	n i j aː n a n + u/- m i t a n a w + a j i w aː k + p eː j a k	five -ty plus one		5 13 12 1		Okimasis2018
52	Plains_Cree	fifty two	niyānanomitanaw ayiwāk nīso	n i j aː n a n + u/- m i t a n a w + a j i w aː k + n iː s u	five -ty plus two		5 13 12 2		Okimasis2018
53	Plains_Cree	fifty three	niyānanomitanaw ayiwāk nisto	n i j aː n a n + u/- m i t a n a w + a j i w aː k + n i s t u	five -ty plus three		5 13 12 3		Okimasis2018
54	Plains_Cree	fifty four	niyānanomitanaw ayiwāk nēwo	n i j aː n a n + u/- m i t a n a w + a j i w aː k + n eː w u	five -ty plus four		5 13 12 4		Okimasis2018
55	Plains_Cree	fifty five	niyānanomitanaw ayiwāk niyānan	n i j aː n a n + u/- m i t a n a w + a j i w aː k + n i j aː n a n	five -ty plus five		5 13 12 5		Okimasis2018
56	Plains_Cree	fifty six	niyānanomitanaw ayiwāk nikotwāsik	n i j aː n a n + u/- m i t a n a w + a j i w aː k + n i k o t w aː s i k	five -ty plus six		5 13 12 6		Okimasis2018
57	Plains_Cree	fifty seven	niyānanomitanaw ayiwāk tēpakohp	n i j aː n a n + u/- m i t a n a w + a j i w aː k + t eː p a k u h p	five -ty plus seven		5 13 12 7		Okimasis2018
58	Plains_Cree	fifty eight	niyānanomitanaw ayiwāk ayēnānēw	n i j aː n a n + u/- m i t a n a w + a j i w aː k + a j eː n aː n eː w	five -ty plus eight		5 13 12 8		Okimasis2018
59	Plains_Cree	fifty nine	kēkāc-nikotwāsomitanaw	k eː k aː ts + n i k o t w aː s -/i -/k + u/- m i t a n a w	nearly six -ty		9 6 13		Okimasis2018
60	Plains_Cree	sixty	nikotwāsomitanaw	n i k o t w aː s -/i -/k + u/- m i t a n a w	six -ty		6 13		Okimasis2018
61	Plains_Cree	sixty one	nikotwāsomitanaw ayiwāk pēyak	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + p eː j a k	six -ty plus one		6 13 12 1		Okimasis2018
62	Plains_Cree	sixty two	nikotwāsomitanaw ayiwāk nīso	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + n iː s u	six -ty plus two		6 13 12 2		Okimasis2018
63	Plains_Cree	sixty three	nikotwāsomitanaw ayiwāk nisto	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + n i s t u	six -ty plus three		6 13 12 3		Okimasis2018
64	Plains_Cree	sixty four	nikotwāsomitanaw ayiwāk nēwo	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + n eː w u	six -ty plus four		6 13 12 4		Okimasis2018
65	Plains_Cree	sixty five	nikotwāsomitanaw ayiwāk niyānan	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + n i j aː n a n	six -ty plus five		6 13 12 5		Okimasis2018
66	Plains_Cree	sixty six	nikotwāsomitanaw ayiwāk nikotwāsik	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + n i k o t w aː s i k	six -ty plus six		6 13 12 6		Okimasis2018
67	Plains_Cree	sixty seven	nikotwāsomitanaw ayiwāk tēpakohp	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + t eː p a k u h p	six -ty plus seven		6 13 12 7		Okimasis2018
68	Plains_Cree	sixty eight	nikotwāsomitanaw ayiwāk ayēnānēw	n i k o t w aː s -/i -/k + u/- m i t a n a w + a j i w aː k + a j eː n aː n eː w	six -ty plus eight		6 13 12 8		Okimasis2018
69	Plains_Cree	sixty nine	kēkāc-tēpakohpomitanaw	k eː k aː ts + t eː p a k u h p + u/- m i t a n a w	nearly seven -ty		9 7 13		Okimasis2018
70	Plains_Cree	seventy	tēpakohpomitanaw	t eː p a k u h p + u/- m i t a n a w	seven -ty		7 13		Okimasis2018
71	Plains_Cree	seventy one	tēpakohpomitanaw ayiwāk pēyak	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + p eː j a k	seven -ty plus one		7 13 12 1		Okimasis2018
72	Plains_Cree	seventy two	tēpakohpomitanaw ayiwāk nīso	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + n iː s u	seven -ty plus two		7 13 12 2		Okimasis2018
73	Plains_Cree	seventy three	tēpakohpomitanaw ayiwāk nisto	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + n i s t u	seven -ty plus three		7 13 12 3		Okimasis2018
74	Plains_Cree	seventy four	tēpakohpomitanaw ayiwāk nēwo	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + n eː w u	seven -ty plus four		7 13 12 4		Okimasis2018
75	Plains_Cree	seventy five	tēpakohpomitanaw ayiwāk niyānan	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + n i j aː n a n	seven -ty plus five		7 13 12 5		Okimasis2018
76	Plains_Cree	seventy six	tēpakohpomitanaw ayiwāk nikotwāsik	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + n i k o t w aː s i k	seven -ty plus six		7 13 12 6		Okimasis2018
77	Plains_Cree	seventy seven	tēpakohpomitanaw ayiwāk tēpakohp	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + t eː p a k u h p	seven -ty plus seven		7 13 12 7		Okimasis2018
78	Plains_Cree	seventy eight	tēpakohpomitanaw ayiwāk ayēnānēw	t eː p a k u h p + u/- m i t a n a w + a j i w aː k + a j eː n aː n eː w	seven -ty plus eight		7 13 12 8		Okimasis2018
79	Plains_Cree	seventy nine	kēkāc-ayēnānēwomitanaw	k eː k aː ts + a j eː n aː n eː w + u/- m i t a n a w	nearly eight -ty		9 8 13		Okimasis2018
80	Plains_Cree	eighty	ayēnānēwomitanaw	a j eː n aː n eː w + u/- m i t a n a w	eight -ty		8 13		Okimasis2018
81	Plains_Cree	eighty one	ayēnānēwomitanaw ayiwāk pēyak	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + p eː j a k	eight -ty plus one		8 13 12 1		Okimasis2018
82	Plains_Cree	eighty two	ayēnānēwomitanaw ayiwāk nīso	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + n iː s u	eight -ty plus two		8 13 12 2		Okimasis2018
83	Plains_Cree	eighty three	ayēnānēwomitanaw ayiwāk nisto	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + n i s t u	eight -ty plus three		8 13 12 3		Okimasis2018
84	Plains_Cree	eighty four	ayēnānēwomitanaw ayiwāk nēwo	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + n eː w u	eight -ty plus four		8 13 12 4		Okimasis2018
85	Plains_Cree	eighty five	ayēnānēwomitanaw ayiwāk niyānan	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + n i j aː n a n	eight -ty plus five		8 13 12 5		Okimasis2018
86	Plains_Cree	eighty six	ayēnānēwomitanaw ayiwāk nikotwāsik	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + n i k o t w aː s i k	eight -ty plus six		8 13 12 6		Okimasis2018
87	Plains_Cree	eighty seven	ayēnānēwomitanaw ayiwāk tēpakohp	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + t eː p a k u h p	eight -ty plus seven		8 13 12 7		Okimasis2018
88	Plains_Cree	eighty eight	ayēnānēwomitanaw ayiwāk ayēnānēw	a j eː n aː n eː w + u/- m i t a n a w + a j i w aː k + a j eː n aː n eː w	eight -ty plus eight		8 13 12 8		Okimasis2018
89	Plains_Cree	eighty nine	kēkāc-kēkā-mitātahtomitanaw	k eː k aː ts + k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w	nearly nearly ten -ty		9 9 10 13		Okimasis2018
90	Plains_Cree	ninety	kēkā-mitātahtomitanaw	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w	nearly ten -ty		9 10 13		Okimasis2018
91	Plains_Cree	ninety one	kēkā-mitātahtomitanaw ayiwāk pēyak	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + p eː j a k	nearly ten -ty plus one		9 10 13 12 1		Okimasis2018
92	Plains_Cree	ninety two	kēkā-mitātahtomitanaw ayiwāk nīso	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + n iː s u	nearly ten -ty plus two		9 10 13 12 2		Okimasis2018
93	Plains_Cree	ninety three	kēkā-mitātahtomitanaw ayiwāk nisto	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + n i s t u	nearly ten -ty plus three		9 10 13 12 3		Okimasis2018
94	Plains_Cree	ninety four	kēkā-mitātahtomitanaw ayiwāk nēwo	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + n eː w u	nearly ten -ty plus four		9 10 13 12 4		Okimasis2018
95	Plains_Cree	ninety five	kēkā-mitātahtomitanaw ayiwāk niyānan	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + n i j aː n a n	nearly ten -ty plus five		9 10 13 12 5		Okimasis2018
96	Plains_Cree	ninety six	kēkā-mitātahtomitanaw ayiwāk nikotwāsik	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + n i k o t w aː s i k	nearly ten -ty plus six		9 10 13 12 6		Okimasis2018
97	Plains_Cree	ninety seven	kēkā-mitātahtomitanaw ayiwāk tēpakohp	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + t eː p a k u h p	nearly ten -ty plus seven		9 10 13 12 7		Okimasis2018
98	Plains_Cree	ninety eight	kēkā-mitātahtomitanaw ayiwāk ayēnānēw	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + a j i w aː k + a j eː n aː n eː w	nearly ten -ty plus eight		9 10 13 12 8		Okimasis2018
99	Plains_Cree	ninety nine	kēkā-mitātahtomitanaw kēkā-mitātaht	k eː k aː -/ts + m i t aː t a h t + u/- m i t a n a w + k eː k aː -/ts + m i t aː t a h t	nearly ten -ty nearly ten		9 10 13 9 10		Okimasis2018
