ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
25	Balochi	twenty five	bist w pənč	b i s t + ʊ + p ə n ʧ	twenty and five	b i s t + ʊ + p ə n ʧ	26 1 6		BarkerMengal1969
26	Balochi	twenty six	bist w šəšš	b i s t + ʊ + ʃ ə ʃ ʃ	twenty and six	b i s t + ʊ + ʃ ə ʃ ʃ	26 1 19		BarkerMengal1969
27	Balochi	twenty seven	bist w [h]əpt	b i s t + ʊ + ə p t	twenty and seven	b i s t + ʊ + ə p t	26 1 16		BarkerMengal1969
28	Balochi	twenty eight	bist w [h]əšt	b i s t + ʊ + ə ʃ t	twenty and eight	b i s t + ʊ + ə ʃ t	26 1 2		BarkerMengal1969
29	Balochi	twenty nine	bist w nw	b i s t + ʊ + n ʊ	twenty and nine	b i s t + ʊ + n ʊ	26 1 11		BarkerMengal1969
30	Balochi	thirty	si	s i	thirty	s i	23		BarkerMengal1969
31	Balochi	thirty one	si w yəkk	s i + ʊ + j ə k k	thirty and one	s i + ʊ + j ə k k	23 1 14		BarkerMengal1969
32	Balochi	thirty two	si w dw	s i + ʊ + d ʊ	thirty and two	s i + ʊ + d ʊ	23 1 27		BarkerMengal1969
33	Balochi	thirty three	si w səy	s i + ʊ + s ə j	thirty and three	s i + ʊ + s ə j	23 1 24		BarkerMengal1969
34	Balochi	thirty four	si w čar	s i + ʊ + ʧ a r	thirty and four	s i + ʊ + ʧ a r	23 1 9		BarkerMengal1969
35	Balochi	thirty five	si w pənč	s i + ʊ + p ə n ʧ	thirty and five	s i + ʊ + p ə n ʧ	23 1 6		BarkerMengal1969
36	Balochi	thirty six	si w šəšš	s i + ʊ + ʃ ə ʃ ʃ	thirty and six	s i + ʊ + ʃ ə ʃ ʃ	23 1 19		BarkerMengal1969
37	Balochi	thirty seven	si w [h]əpt	s i + ʊ + ə p t	thirty and seven	s i + ʊ + ə p t	23 1 16		BarkerMengal1969
38	Balochi	thirty eight	si w [h]əšt	s i + ʊ + ə ʃ t	thirty and eight	s i + ʊ + ə ʃ t	23 1 2		BarkerMengal1969
39	Balochi	thirty nine	si w nw	s i + ʊ + n ʊ	thirty and nine	s i + ʊ + n ʊ	23 1 11		BarkerMengal1969
40	Balochi	forty	čyll	ʧ ɪ l l	forty	ʧ ɪ l l	8		BarkerMengal1969
41	Balochi	forty one	čyll w yəkk	ʧ ɪ l l + ʊ + j ə k k	forty and one	ʧ ɪ l l + ʊ + j ə k k	8 1 14		BarkerMengal1969
42	Balochi	forty two	čyll w dw	ʧ ɪ l l + ʊ + d ʊ	forty and two	ʧ ɪ l l + ʊ + d ʊ	8 1 27		BarkerMengal1969
43	Balochi	forty three	čyll w səy	ʧ ɪ l l + ʊ + s ə j	forty and three	ʧ ɪ l l + ʊ + s ə j	8 1 24		BarkerMengal1969
44	Balochi	forty four	čyll w čar	ʧ ɪ l l + ʊ + ʧ a r	forty and four	ʧ ɪ l l + ʊ + ʧ a r	8 1 9		BarkerMengal1969
45	Balochi	forty five	čyll w pənč	ʧ ɪ l l + ʊ + p ə n ʧ	forty and five	ʧ ɪ l l + ʊ + p ə n ʧ	8 1 6		BarkerMengal1969
46	Balochi	forty six	čyll w šəšš	ʧ ɪ l l + ʊ + ʃ ə ʃ ʃ	forty and six	ʧ ɪ l l + ʊ + ʃ ə ʃ ʃ	8 1 19		BarkerMengal1969
47	Balochi	forty seven	čyll w [h]əpt	ʧ ɪ l l + ʊ + ə p t	forty and seven	ʧ ɪ l l + ʊ + ə p t	8 1 16		BarkerMengal1969
48	Balochi	forty eight	čyll w [h]əšt	ʧ ɪ l l + ʊ + ə ʃ t	forty and eight	ʧ ɪ l l + ʊ + ə ʃ t	8 1 2		BarkerMengal1969
49	Balochi	forty nine	čyll w nw	ʧ ɪ l l + ʊ + n ʊ	forty and nine	ʧ ɪ l l + ʊ + n ʊ	8 1 11		BarkerMengal1969
50	Balochi	fifty	pənja	p ə n ʤ a	fifty	p ə n ʤ a	5		BarkerMengal1969
51	Balochi	fifty one	pənja w yəkk	p ə n ʤ a + ʊ + j ə k k	fifty and one	p ə n ʤ a + ʊ + j ə k k	5 1 14		BarkerMengal1969
52	Balochi	fifty two	pənja w dw	p ə n ʤ a + ʊ + d ʊ	fifty and two	p ə n ʤ a + ʊ + d ʊ	5 1 27		BarkerMengal1969
53	Balochi	fifty three	pənja w səy	p ə n ʤ a + ʊ + s ə j	fifty and three	p ə n ʤ a + ʊ + s ə j	5 1 24		BarkerMengal1969
54	Balochi	fifty four	pənja w čar	p ə n ʤ a + ʊ + ʧ a r	fifty and four	p ə n ʤ a + ʊ + ʧ a r	5 1 9		BarkerMengal1969
55	Balochi	fifty five	pənja w pənč	p ə n ʤ a + ʊ + p ə n ʧ	fifty and five	p ə n ʤ a + ʊ + p ə n ʧ	5 1 6		BarkerMengal1969
56	Balochi	fifty six	pənja w šəšš	p ə n ʤ a + ʊ + ʃ ə ʃ ʃ	fifty and six	p ə n ʤ a + ʊ + ʃ ə ʃ ʃ	5 1 19		BarkerMengal1969
57	Balochi	fifty seven	pənja w [h]əpt	p ə n ʤ a + ʊ + ə p t	fifty and seven	p ə n ʤ a + ʊ + ə p t	5 1 16		BarkerMengal1969
58	Balochi	fifty eight	pənja w [h]əšt	p ə n ʤ a + ʊ + ə ʃ t	fifty and eight	p ə n ʤ a + ʊ + ə ʃ t	5 1 2		BarkerMengal1969
59	Balochi	fifty nine	pənja w nw	p ə n ʤ a + ʊ + n ʊ	fifty and nine	p ə n ʤ a + ʊ + n ʊ	5 1 11		BarkerMengal1969
60	Balochi	sixty	šəst	ʃ ə s t	sixty	ʃ ə s t	21		BarkerMengal1969
61	Balochi	sixty one	šəst w yəkk	ʃ ə s t + ʊ + j ə k k	sixty and one	ʃ ə s t + ʊ + j ə k k	21 1 14		BarkerMengal1969
62	Balochi	sixty two	šəst w dw	ʃ ə s t + ʊ + d ʊ	sixty and two	ʃ ə s t + ʊ + d ʊ	21 1 27		BarkerMengal1969
63	Balochi	sixty three	šəst w səy	ʃ ə s t + ʊ + s ə j	sixty and three	ʃ ə s t + ʊ + s ə j	21 1 24		BarkerMengal1969
64	Balochi	sixty four	šəst w čar	ʃ ə s t + ʊ + ʧ a r	sixty and four	ʃ ə s t + ʊ + ʧ a r	21 1 9		BarkerMengal1969
65	Balochi	sixty five	šəst w pənč	ʃ ə s t + ʊ + p ə n ʧ	sixty and five	ʃ ə s t + ʊ + p ə n ʧ	21 1 6		BarkerMengal1969
66	Balochi	sixty six	šəst w šəšš	ʃ ə s t + ʊ + ʃ ə ʃ ʃ	sixty and six	ʃ ə s t + ʊ + ʃ ə ʃ ʃ	21 1 19		BarkerMengal1969
67	Balochi	sixty seven	šəst w [h]əpt	ʃ ə s t + ʊ + ə p t	sixty and seven	ʃ ə s t + ʊ + ə p t	21 1 16		BarkerMengal1969
68	Balochi	sixty eight	šəst w [h]əšt	ʃ ə s t + ʊ + ə ʃ t	sixty and eight	ʃ ə s t + ʊ + ə ʃ t	21 1 2		BarkerMengal1969
69	Balochi	sixty nine	šəst w nw	ʃ ə s t + ʊ + n ʊ	sixty and nine	ʃ ə s t + ʊ + n ʊ	21 1 11		BarkerMengal1969
70	Balochi	seventy	[h]əptad	ə p t a d	seventy	ə p t a d	18	Literature provides no justification for analysis əpt-ad, though this is in theory possible	BarkerMengal1969
71	Balochi	seventy one	[h]əptad w yəkk	ə p t a d + ʊ + j ə k k	seventy and one	ə p t a d + ʊ + j ə k k	18 1 14		BarkerMengal1969
72	Balochi	seventy two	[h]əptad w dw	ə p t a d + ʊ + d ʊ	seventy and two	ə p t a d + ʊ + d ʊ	18 1 27		BarkerMengal1969
73	Balochi	seventy three	[h]əptad w səy	ə p t a d + ʊ + s ə j	seventy and three	ə p t a d + ʊ + s ə j	18 1 24		BarkerMengal1969
74	Balochi	seventy four	[h]əptad w čar	ə p t a d + ʊ + ʧ a r	seventy and four	ə p t a d + ʊ + ʧ a r	18 1 9		BarkerMengal1969
75	Balochi	seventy five	[h]əptad w pənč	ə p t a d + ʊ + p ə n ʧ	seventy and five	ə p t a d + ʊ + p ə n ʧ	18 1 6		BarkerMengal1969
76	Balochi	seventy six	[h]əptad w šəšš	ə p t a d + ʊ + ʃ ə ʃ ʃ	seventy and six	ə p t a d + ʊ + ʃ ə ʃ ʃ	18 1 19		BarkerMengal1969
77	Balochi	seventy seven	[h]əptad w [h]əpt	ə p t a d + ʊ + ə p t	seventy and seven	ə p t a d + ʊ + ə p t	18 1 16		BarkerMengal1969
78	Balochi	seventy eight	[h]əptad w [h]əšt	ə p t a d + ʊ + ə ʃ t	seventy and eight	ə p t a d + ʊ + ə ʃ t	18 1 2		BarkerMengal1969
79	Balochi	seventy nine	[h]əptad w nw	ə p t a d + ʊ + n ʊ	seventy and nine	ə p t a d + ʊ + n ʊ	18 1 11		BarkerMengal1969
80	Balochi	eighty	[h]əštad	ə ʃ t a d	eighty	ə ʃ t a d	4	Literature provides no justification for analysis əʃt-ad, though this is in theory possible	BarkerMengal1969
81	Balochi	eighty one	[h]əštad w yəkk	ə ʃ t a d + ʊ + j ə k k	eighty and one	ə ʃ t a d + ʊ + j ə k k	4 1 14		BarkerMengal1969
82	Balochi	eighty two	[h]əštad w dw	ə ʃ t a d + ʊ + d ʊ	eighty and two	ə ʃ t a d + ʊ + d ʊ	4 1 27		BarkerMengal1969
83	Balochi	eighty three	[h]əštad w səy	ə ʃ t a d + ʊ + s ə j	eighty and three	ə ʃ t a d + ʊ + s ə j	4 1 24		BarkerMengal1969
84	Balochi	eighty four	[h]əštad w čar	ə ʃ t a d + ʊ + ʧ a r	eighty and four	ə ʃ t a d + ʊ + ʧ a r	4 1 9		BarkerMengal1969
85	Balochi	eighty five	[h]əštad w pənč	ə ʃ t a d + ʊ + p ə n ʧ	eighty and five	ə ʃ t a d + ʊ + p ə n ʧ	4 1 6		BarkerMengal1969
86	Balochi	eighty six	[h]əštad w šəšš	ə ʃ t a d + ʊ + ʃ ə ʃ ʃ	eighty and six	ə ʃ t a d + ʊ + ʃ ə ʃ ʃ	4 1 19		BarkerMengal1969
87	Balochi	eighty seven	[h]əštad w [h]əpt	ə ʃ t a d + ʊ + ə p t	eighty and seven	ə ʃ t a d + ʊ + ə p t	4 1 16		BarkerMengal1969
88	Balochi	eighty eight	[h]əštad w [h]əšt	ə ʃ t a d + ʊ + ə ʃ t	eighty and eight	ə ʃ t a d + ʊ + ə ʃ t	4 1 2		BarkerMengal1969
89	Balochi	eighty nine	[h]əštad w nw	ə ʃ t a d + ʊ + n ʊ	eighty and nine	ə ʃ t a d + ʊ + n ʊ	4 1 11		BarkerMengal1969
90	Balochi	ninety	nəvəd	n ə v ə d	ninety	n ə v ə d	13		BarkerMengal1969
91	Balochi	ninety one	nəvəd w yəkk	n ə v ə d + ʊ + j ə k k	ninety and one	n ə v ə d + ʊ + j ə k k	13 1 14		BarkerMengal1969
92	Balochi	ninety two	nəvəd w dw	n ə v ə d + ʊ + d ʊ	ninety and two	n ə v ə d + ʊ + d ʊ	13 1 27		BarkerMengal1969
93	Balochi	ninety three	nəvəd w səy	n ə v ə d + ʊ + s ə j	ninety and three	n ə v ə d + ʊ + s ə j	13 1 24		BarkerMengal1969
94	Balochi	ninety four	nəvəd w čar	n ə v ə d + ʊ + ʧ a r	ninety and four	n ə v ə d + ʊ + ʧ a r	13 1 9		BarkerMengal1969
95	Balochi	ninety five	nəvəd w pənč	n ə v ə d + ʊ + p ə n ʧ	ninety and five	n ə v ə d + ʊ + p ə n ʧ	13 1 6		BarkerMengal1969
96	Balochi	ninety six	nəvəd w šəšš	n ə v ə d + ʊ + ʃ ə ʃ ʃ	ninety and six	n ə v ə d + ʊ + ʃ ə ʃ ʃ	13 1 19		BarkerMengal1969
97	Balochi	ninety seven	nəvəd w [h]əpt	n ə v ə d + ʊ + ə p t	ninety and seven	n ə v ə d + ʊ + ə p t	13 1 16		BarkerMengal1969
98	Balochi	ninety eight	nəvəd w [h]əšt	n ə v ə d + ʊ + ə ʃ t	ninety and eight	n ə v ə d + ʊ + ə ʃ t	13 1 2		BarkerMengal1969
99	Balochi	ninety nine	nəvəd w nw	n ə v ə d + ʊ + n ʊ	ninety and nine	n ə v ə d + ʊ + n ʊ	13 1 11		BarkerMengal1969
