ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
54	Kumzari	fifty four	murr u čār	m u r r + u + ʧ aː r	fifty and four	m u r r + u + ʧ aː r	4 1 8		WalAnonby2015
55	Kumzari	fifty five	murr u panj	m u r r + u + p a n ʤ	fifty and five	m u r r + u + p a n ʤ	4 1 5		WalAnonby2015
56	Kumzari	fifty six	murr u šaš	m u r r + u + ʃ a ʃ	fifty and six	m u r r + u + ʃ a ʃ	4 1 16		WalAnonby2015
57	Kumzari	fifty seven	murr u aft	m u r r + u + a f t	fifty and seven	m u r r + u + a f t	4 1 14		WalAnonby2015
58	Kumzari	fifty eight	murr u ašt	m u r r + u + aː j a ʃ t	fifty and eight	m u r r + u + a ʃ t	4 1 2		WalAnonby2015
59	Kumzari	fifty nine	murr u nā	m u r r + u + n aː	fifty and nine	m u r r + u + n aː	4 1 9		WalAnonby2015
60	Kumzari	sixty 	šaṣ	ʃ a sˠ	sixty	ʃ a sˠ	18		WalAnonby2015
61	Kumzari	sixty one	šaṣ u yak	ʃ a sˠ + u + j a k	sixty and one	ʃ a sˠ + u + j a k	18 1 12		WalAnonby2015
62	Kumzari	sixty two	šaṣ u dō	ʃ a sˠ + u + d oː	sixty and two	ʃ a sˠ + u + d oː	18 1 25		WalAnonby2015
63	Kumzari	sixty three	šaṣ u sō	ʃ a sˠ + u + s oː	sixty and three	ʃ a sˠ + u + s oː	18 1 21		WalAnonby2015
64	Kumzari	sixty four	šaṣ u čār	ʃ a sˠ + u + ʧ aː r	sixty and four	ʃ a sˠ + u + ʧ aː r	18 1 8		WalAnonby2015
65	Kumzari	sixty five	šaṣ u panj	ʃ a sˠ + u + p a n ʤ	sixty and five	ʃ a sˠ + u + p a n ʤ	18 1 5		WalAnonby2015
66	Kumzari	sixty six	šaṣ u šaš	ʃ a sˠ + u + ʃ a ʃ	sixty and six	ʃ a sˠ + u + ʃ a ʃ	18 1 16		WalAnonby2015
67	Kumzari	sixty seven	šaṣ u aft	ʃ a sˠ + u + a f t	sixty and seven	ʃ a sˠ + u + a f t	18 1 14		WalAnonby2015
68	Kumzari	sixty eight	šaṣ u ašt	ʃ a sˠ + u + aː j a ʃ t	sixty and eight	ʃ a sˠ + u + a ʃ t	18 1 2		WalAnonby2015
69	Kumzari	sixty nine	šaṣ u nā	ʃ a sˠ + u + n aː	sixty and nine	ʃ a sˠ + u + n aː	18 1 9		WalAnonby2015
70	Kumzari	seventy 	aftad	a f t a d	seventy	a f t a d	15		WalAnonby2015
71	Kumzari	seventy one	aftad u yak	a f t a d + u + j a k	seventy and one	a f t a d + u + j a k	15 1 12		WalAnonby2015
72	Kumzari	seventy two	aftad u dō	a f t a d + u + d oː	seventy and two	a f t a d + u + d oː	15 1 25		WalAnonby2015
73	Kumzari	seventy three	aftad u sō	a f t a d + u + s oː	seventy and three	a f t a d + u + s oː	15 1 21		WalAnonby2015
74	Kumzari	seventy four	aftad u čār	a f t a d + u + ʧ aː r	seventy and four	a f t a d + u + ʧ aː r	15 1 8		WalAnonby2015
75	Kumzari	seventy five	aftad u panj	a f t a d + u + p a n ʤ	seventy and five	a f t a d + u + p a n ʤ	15 1 5		WalAnonby2015
76	Kumzari	seventy six	aftad u šaš	a f t a d + u + ʃ a ʃ	seventy and six	a f t a d + u + ʃ a ʃ	15 1 16		WalAnonby2015
77	Kumzari	seventy seven	aftad u aft	a f t a d + u + a f t	seventy and seven	a f t a d + u + a f t	15 1 14		WalAnonby2015
78	Kumzari	seventy eight	aftad u ašt	a f t a d + u + aː j a ʃ t	seventy and eight	a f t a d + u + a ʃ t	15 1 2		WalAnonby2015
79	Kumzari	seventy nine	aftad u nā	a f t a d + u + n aː	seventy and nine	a f t a d + u + n aː	15 1 9		WalAnonby2015
80	Kumzari	eighty 	aštad	a ʃ t a d	eighty	a ʃ t a d	3		WalAnonby2015
81	Kumzari	eighty one	aštad u yak	a ʃ t a d + u + j a k	eighty and one	a ʃ t a d + u + j a k	3 1 12		WalAnonby2015
82	Kumzari	eighty two	aštad u dō	a ʃ t a d + u + d oː	eighty and two	a ʃ t a d + u + d oː	3 1 25		WalAnonby2015
83	Kumzari	eighty three	aštad u sō	a ʃ t a d + u + s oː	eighty and three	a ʃ t a d + u + s oː	3 1 21		WalAnonby2015
84	Kumzari	eighty four	aštad u čār	a ʃ t a d + u + ʧ aː r	eighty and four	a ʃ t a d + u + ʧ aː r	3 1 8		WalAnonby2015
85	Kumzari	eighty five	aštad u panj	a ʃ t a d + u + p a n ʤ	eighty and five	a ʃ t a d + u + p a n ʤ	3 1 5		WalAnonby2015
86	Kumzari	eighty six	aštad u šaš	a ʃ t a d + u + ʃ a ʃ	eighty and six	a ʃ t a d + u + ʃ a ʃ	3 1 16		WalAnonby2015
87	Kumzari	eighty seven	aštad u aft	a ʃ t a d + u + a f t	eighty and seven	a ʃ t a d + u + a f t	3 1 14		WalAnonby2015
88	Kumzari	eighty eight	aštad u ašt	a ʃ t a d + u + aː j a ʃ t	eighty and eight	a ʃ t a d + u + a ʃ t	3 1 2		WalAnonby2015
89	Kumzari	eighty nine	aštad u nā	a ʃ t a d + u + n aː	eighty and nine	a ʃ t a d + u + n aː	3 1 9		WalAnonby2015
90	Kumzari	ninety 	nōwud	n oː w u d	ninety	n oː w u d	11		WalAnonby2015
91	Kumzari	ninety one	nōwud u yak	n oː w u d + u + j a k	ninety and one	n oː w u d + u + j a k	11 1 12		WalAnonby2015
92	Kumzari	ninety two	nōwud u dō	n oː w u d + u + d oː	ninety and two	n oː w u d + u + d oː	11 1 25		WalAnonby2015
93	Kumzari	ninety three	nōwud u sō	n oː w u d + u + s oː	ninety and three	n oː w u d + u + s oː	11 1 21		WalAnonby2015
94	Kumzari	ninety four	nōwud u čār	n oː w u d + u + ʧ aː r	ninety and four	n oː w u d + u + ʧ aː r	11 1 8		WalAnonby2015
95	Kumzari	ninety five	nōwud u panj	n oː w u d + u + p a n ʤ	ninety and five	n oː w u d + u + p a n ʤ	11 1 5		WalAnonby2015
96	Kumzari	ninety six	nōwud u šaš	n oː w u d + u + ʃ a ʃ	ninety and six	n oː w u d + u + ʃ a ʃ	11 1 16		WalAnonby2015
97	Kumzari	ninety seven	nōwud u aft	n oː w u d + u + a f t	ninety and seven	n oː w u d + u + a f t	11 1 14		WalAnonby2015
98	Kumzari	ninety eight	nōwud u ašt	n oː w u d + u + aː j a ʃ t	ninety and eight	n oː w u d + u + a ʃ t	11 1 2		WalAnonby2015
99	Kumzari	ninety nine	nōwud u nā	n oː w u d + u + n aː	ninety and nine	n oː w u d + u + n aː	11 1 9		WalAnonby2015
