ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
12	stan1318	six	سِتّ	sittun	s i t t + u n	six nom_sg	s i t t + u n	7 12		Wright1997Arabic
13	stan1318	seven	سَبْعَة	sabʕatun	s a b ʕ + a t + u n	seven suff_gender1 nom_sg	s a b ʕ + a t + u n	8 13 12		Wright1997Arabic
14	stan1318	seven	سَبْع	sabʕun	s a b ʕ + u n	seven nom_sg	s a b ʕ + u n	8 12		Wright1997Arabic
15	stan1318	eight	ثَمَانِيَة	θamaːnijatun	θ a m aː n i/- j/- + a t + u n	eight suff_gender1 nom_sg	θ a m aː n i/- j/- + a t + u n	9 13 12		Wright1997Arabic
16	stan1318	eight	ثَمَانٍ	θamaːnin	θ a m aː n + i n	eight obl_sg	θ a m aː n + i n	9 19	diptotic noun	Wright1997Arabic
17	stan1318	nine	تِسْعَة	tisʕatun	t i s ʕ + a t + u n	nine suff_gender1 nom_sg	t i s ʕ + a t + u n	10 13 12		Wright1997Arabic
18	stan1318	nine	تِسْع	tisʕun	t i s ʕ + u n	nine nom_sg	t i s ʕ + u n	10 12		Wright1997Arabic
19	stan1318	ten	عَشَرَة	ʕaʃaratun	ʕ a ʃ a r + a t + u n	ten suff_gender1 nom_sg	ʕ a ʃ a r + a t + u n	11 13 12		Wright1997Arabic
20	stan1318	ten	عَشَر	ʕaʃarun	ʕ a ʃ a r + u n	ten nom_sg	ʕ a ʃ a r + u n	11 12		Wright1997Arabic
21	stan1318	eleven	أَحَدَ عَشَرَ	ʔaħada ʕaʃara	ʔ a ħ a d + a + ʕ a ʃ a r + a	one2 suff_part ten suff_part	ʔ a ħ a d + a + ʕ a ʃ a r + a	2 15 11 15	/ʔaħada/ is a different morpheme than /waːħidun/, and should not be derived from each other. I label them one1 and one2	Wright1997Arabic
22	stan1318	eleven	إِحْدَى عَشْرَةَ	ʔiħdaː ʕaʃrata	ʔ i/a ħ -/a d + aː + ʕ a ʃ -/a r + a t + a	one2 suff_gender2 ten suff_gender1 suff_part	ʔ i/a ħ -/a d + aː + ʕ a ʃ -/a r + a t + a	2 16 11 13 15		Wright1997Arabic
23	stan1318	twelve	اِثْنَا عَشَرَ	ʔiθnaː ʕaʃara	ʔ/- i/- θ n + aː -/n -/i + ʕ a ʃ a r + a	two nom_dual ten suff_part	ʔ/- i/- θ n + aː -/n -/i + ʕ a ʃ a r + a	3 14 11 15		Wright1997Arabic
24	stan1318	twelve	اِثْنَتَا عَشْرَةَ	ʔiθnataː ʕaʃrata	ʔ/- i/- θ n + a t + aː -/n -/i + ʕ a ʃ -/a r + a t + a	two suff_gender1 nom_dual ten suff_gender1 suff_part	ʔ/- i/- θ n + a t + aː -/n -/i + ʕ a ʃ -/a r + a t + a	3 13 14 11 13 15		Wright1997Arabic
25	stan1318	thirteen	ثَلَاثَةَ عَشَرَ	θalaːθata ʕaʃara	θ a l aː θ + a t + a + ʕ a ʃ a r + a	three suff_gender1 suff_part ten suff_part	θ a l aː θ + a t + a + ʕ a ʃ a r + a	4 13 15 11 15	numbers 11-19 end invariably in /a/ (apart from fem. 11 and 12, which end in /aː/). This suffix does not have a specific meaning, and I gloss is as suff_part(icle)	Wright1997Arabic
26	stan1318	thirteen	ثَلَاثَ عَشْرَةَ	θalaːθa ʕaʃrata	θ a l aː θ + a + ʕ a ʃ -/a r + a t + a	three suff_part ten suff_gender1 suff_part	θ a l aː θ + a + ʕ a ʃ -/a r + a t + a	4 15 11 13 15		Wright1997Arabic
27	stan1318	fourteen	أَرْبَعَةَ عَشَرَ	ʔarbaʕata ʕaʃara	ʔ a r b a ʕ + a t + a + ʕ a ʃ a r + a	four suff_gender1 suff_part ten suff_part	ʔ a r b a ʕ + a t + a + ʕ a ʃ a r + a	5 13 15 11 15		Wright1997Arabic
28	stan1318	fourteen	أَرْبَعَ عَشْرَةَ	ʔarbaʕa ʕaʃrata	ʔ a r b a ʕ + a + ʕ a ʃ -/a r + a t + a	four suff_part ten suff_gender1 suff_part	ʔ a r b a ʕ + a + ʕ a ʃ -/a r + a t + a	5 15 11 13 15		Wright1997Arabic
29	stan1318	fifteen	خَمْسَةَ عَشَرَ	xamsata ʕaʃara	x a m s + a t + a + ʕ a ʃ a r + a	five suff_gender1 suff_part ten suff_part	x a m s + a t + a + ʕ a ʃ a r + a	6 13 15 11 15		Wright1997Arabic
30	stan1318	fifteen	خَمْسَ عَشْرَةَ	xamsa ʕaʃrata	x a m s + a + ʕ a ʃ -/a r + a t + a	five suff_part ten suff_gender1 suff_part	x a m s + a + ʕ a ʃ -/a r + a t + a	6 15 11 13 15		Wright1997Arabic
31	stan1318	sixteen	سِتَّةَ عَشَرَ	sittata ʕaʃara	s i t t + a t + a + ʕ a ʃ a r + a	six suff_gender1 suff_part ten suff_part	s i t t + a t + a + ʕ a ʃ a r + a	7 13 15 11 15		Wright1997Arabic
32	stan1318	sixteen	سِتَّ عَشْرَةَ	sitta ʕaʃrata	s i t t + a + ʕ a ʃ -/a r + a t + a	six suff_part ten suff_gender1 suff_part	s i t t + a + ʕ a ʃ -/a r + a t + a	7 15 11 13 15		Wright1997Arabic
33	stan1318	seventeen	سَبْعَةَ عَشَرَ	sabʕata ʕaʃara	s a b ʕ + a t + a + ʕ a ʃ a r + a	seven suff_gender1 suff_part ten suff_part	s a b ʕ + a t + a + ʕ a ʃ a r + a	8 13 15 11 15		Wright1997Arabic
34	stan1318	seventeen	سَبْعَ عَشْرَةَ	sabʕa ʕaʃrata	s a b ʕ + a + ʕ a ʃ -/a r + a t + a	seven suff_part ten suff_gender1 suff_part	s a b ʕ + a + ʕ a ʃ -/a r + a t + a	8 15 11 13 15		Wright1997Arabic
35	stan1318	eighteen	ثَمَانِيَةَ عَشَرَ	θamaːnijata ʕaʃara	θ a m aː n i/- j/- + a t + a + ʕ a ʃ a r + a	eight suff_gender1 suff_part ten suff_part	θ a m aː n i/- j/- + a t + a + ʕ a ʃ a r + a	9 13 15 11 15		Wright1997Arabic
36	stan1318	eighteen	ثَمَانِيَ عَشْرَةَ	θamaːnija ʕaʃrata	θ a m aː n i/- j/- + a + ʕ a ʃ -/a r + a t + a	eight suff_part ten suff_gender1 suff_part	θ a m aː n i/- j/- + a + ʕ a ʃ -/a r + a t + a	9 15 11 13 15		Wright1997Arabic
37	stan1318	nineteen	تِسْعَةَ عَشَرَ	tisʕata ʕaʃara	t i s ʕ + a t + a + ʕ a ʃ a r + a	nine suff_gender1 suff_part ten suff_part	t i s ʕ + a t + a + ʕ a ʃ a r + a	10 13 15 11 15		Wright1997Arabic
38	stan1318	nineteen	تِسْعَ عَشْرَةَ	tisʕa ʕaʃarata	t i s ʕ + a + ʕ a ʃ -/a r + a t + a	nine suff_part ten suff_gender1 suff_part	t i s ʕ + a + ʕ a ʃ -/a r + a t + a	10 15 11 13 15		Wright1997Arabic
39	stan1318	twenty	عِشْرُون	ʕiʃruːn	ʕ i/a ʃ -/a r + uː n	ten suff_pl	ʕ i/a ʃ -/a r + uː n	11 17		Wright1997Arabic
40	stan1318	twenty one	وَاحِد وَعِشْرُون	waːħidun waʕiʃruːn	w aː ħ i d + u n + w a + ʕ i/a ʃ -/a r + uː n	one1 nom_sg and ten suff_pl	w aː ħ i d + u n + w a + ʕ i/a ʃ -/a r + uː n	1 12 18 11 17		Wright1997Arabic
41	stan1318	twenty one	وَاحِدَة وَعِشْرُون	waːħidatun waʕiʃruːn	w aː ħ i d + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	one1 suff_gender1 nom_sg	w aː ħ i d + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	1 13 12 3 4 5		Wright1997Arabic
42	stan1318	twenty one	أَحَد وَعِشْرُون	ʔaħadun waʕiʃruːn	ʔ a ħ a d + u n + w a + ʕ i/a ʃ -/a r + uː n	one2 nom_sg and ten suff_pl	ʔ a ħ a d + u n + w a + ʕ i/a ʃ -/a r + uː n	2 12 18 11 17		Wright1997Arabic
43	stan1318	twenty one	إِحْدَى وَعِشْرُون	ʔiħdaː waʕiʃruːn	ʔ i/a ħ -/a d + aː + w a + ʕ i/a ʃ -/a r + uː n	one2 suff_gender2 and ten suff_pl	ʔ i/a ħ -/a d + aː + w a + ʕ i/a ʃ -/a r + uː n	2 16 18 11 17		Wright1997Arabic
44	stan1318	twenty two	اِثْنَان وَعِشْرُون	ʔiθnaːni waʕiʃruːn	ʔ/- i/- θ n + aː n i + w a + ʕ i/a ʃ -/a r + uː n	two nom_dual and ten suff_pl	ʔ/- i/- θ n + aː n i + w a + ʕ i/a ʃ -/a r + uː n	3 14 18 11 17		Wright1997Arabic
45	stan1318	twenty two	اِثْنَتَانِ وَعِشْرُون	ʔiθnataːni waʕiʃruːn	ʔ/- i/- θ n + a t + aː n i + w a + ʕ i/a ʃ -/a r + uː n	two suff_gender1 nom_dual and ten suff_pl	ʔ/- i/- θ n + a t + aː n i + w a + ʕ i/a ʃ -/a r + uː n	3 13 14 18 11 17		Wright1997Arabic
46	stan1318	twenty three	ثَلَاثَة وَعِشْرُون	θalaːθatun waʕiʃruːn	θ a l aː θ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	three suff_gender1 nom_sg and ten suff_pl	θ a l aː θ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	4 13 12 18 11 17		Wright1997Arabic
47	stan1318	twenty three	ثَلَاث وَعِشْرُون	θalaːθun waʕiʃruːn	θ a l aː θ + u n + w a + ʕ i/a ʃ -/a r + uː n	three nom_sg and ten suff_pl	θ a l aː θ + u n + w a + ʕ i/a ʃ -/a r + uː n	4 12 18 11 17		Wright1997Arabic
48	stan1318	twenty four	أَرْبَعَة وَعِشْرُون	ʔarbaʕatun waʕiʃruːn	ʔ a r b a ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	four suff_gender1 nom_sg and ten suff_pl	ʔ a r b a ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	5 13 12 18 11 17		Wright1997Arabic
49	stan1318	twenty four	أَرْبَع وَعِشْرُون	ʔarbaʕun waʕiʃruːn	ʔ a r b a ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	four nom_sg and ten suff_pl	ʔ a r b a ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	5 12 18 11 17		Wright1997Arabic
50	stan1318	twenty five	خَمْسَة وَعِشْرُون	xamsatun waʕiʃruːn	x a m s + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	five suff_gender1 nom_sg and ten suff_pl	x a m s + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	6 13 12 18 11 17		Wright1997Arabic
51	stan1318	twenty five	خَمْس وَعِشْرُون	xamsun waʕiʃruːn	x a m s + u n + w a + ʕ i/a ʃ -/a r + uː n	five nom_sg and ten suff_pl	x a m s + u n + w a + ʕ i/a ʃ -/a r + uː n	6 12 18 11 17		Wright1997Arabic
52	stan1318	twenty six	سِتَّة وَعِشْرُون	sittatun waʕiʃruːn	s i t t + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	six suff_gender1 nom_sg and ten suff_pl	s i t t + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	7 13 12 18 11 17		Wright1997Arabic
53	stan1318	twenty six	سِتّ وَعِشْرُون	sittun waʕiʃruːn	s i t t + u n + w a + ʕ i/a ʃ -/a r + uː n	six nom_sg and ten suff_pl	s i t t + u n + w a + ʕ i/a ʃ -/a r + uː n	7 12 18 11 17		Wright1997Arabic
54	stan1318	twenty seven	سَبْعَة وَعِشْرُون	sabʕatun waʕiʃruːn	s a b ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	seven suff_gender1 nom_sg and ten suff_pl	s a b ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	8 13 12 18 11 17		Wright1997Arabic
55	stan1318	twenty seven	سَبْع وَعِشْرُون	sabʕun waʕiʃruːn	s a b ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	seven nom_sg and ten suff_pl	s a b ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	8 12 18 11 17		Wright1997Arabic
56	stan1318	twenty eight	ثَمَانِيَة وَعِشْرُون	θamaːnijatun waʕiʃruːn	θ a m aː n i/- j/- + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	eight suff_gender1 nom_sg and ten suff_pl	θ a m aː n i/- j/- + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	9 13 12 18 11 17		Wright1997Arabic
57	stan1318	twenty eight	ثَمَانٍ وَعِشْرُون	θamaːnin waʕiʃruːn	θ a m aː n + i n + w a + ʕ i/a ʃ -/a r + uː n	eight obl_sg and ten suff_pl	θ a m aː n + i n + w a + ʕ i/a ʃ -/a r + uː n	9 19 18 11 17		Wright1997Arabic
58	stan1318	twenty nine	تِسْعَة وَعِشْرُون	tisʕatun waʕiʃruːn	t i s ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	nine suff_gender1 nom_sg and ten suff_pl	t i s ʕ + a t + u n + w a + ʕ i/a ʃ -/a r + uː n	10 13 12 18 11 17		Wright1997Arabic
59	stan1318	twenty nine	تِسْع وَعِشْرُون	tisʕun waʕiʃruːn	t i s ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	nine nom_sg and ten suff_pl	t i s ʕ + u n + w a + ʕ i/a ʃ -/a r + uː n	10 12 18 11 17		Wright1997Arabic
60	stan1318	thirty	ثَلَاثُون	θalaːθuːn	θ a l aː θ + uː n	three suff_pl	θ a l aː θ + uː n	4 17		Wright1997Arabic
61	stan1318	thirty one	وَاحِد وَثَلَاثُون	waːħidun waθalaːθuːn	w aː ħ i d + u n + w a + θ a l aː θ + uː n	one1 nom_sg and three suff_pl	w aː ħ i d + u n + w a + θ a l aː θ + uː n	1 12 18 4 17		Wright1997Arabic
62	stan1318	thirty one	وَاحِدَة وَثَلَاثُون	waːħidatun waθalaːθuːn	w aː ħ i d + a t + u n + w a + θ a l aː θ + uː n	one1 suff_gender1 nom_sg and three nom_sg	w aː ħ i d + a t + u n + w a + θ a l aː θ + uː n	1 13 12 1 2 3		Wright1997Arabic
63	stan1318	thirty one	أَحَد وَثَلَاثُون	ʔaħadun waθalaːθuːn	ʔ a ħ a d + u n + w a + θ a l aː θ + uː n	one2 nom_sg and three suff_pl	ʔ a ħ a d + u n + w a + θ a l aː θ + uː n	2 12 18 4 17		Wright1997Arabic
64	stan1318	thirty one	إِحْدَى وَثَلَاثُون	ʔiħdaː waθalaːθuːn	ʔ i/a ħ -/a d + aː + w a + θ a l aː θ + uː n	one2 suff_gender2 and three suff_pl	ʔ i/a ħ -/a d + aː + w a + θ a l aː θ + uː n	2 16 18 4 17		Wright1997Arabic
65	stan1318	thirty two	اِثْنَان وَثَلَاثُون	ʔiθnaːni waθalaːθuːn	ʔ/- i/- θ n + aː n i + w a + θ a l aː θ + uː n	two nom_dual and three suff_pl	ʔ/- i/- θ n + aː n i + w a + θ a l aː θ + uː n	3 14 18 4 17		Wright1997Arabic
66	stan1318	thirty two	اِثْنَتَانِ وَثَلَاثُون	ʔiθnataːni waθalaːθuːn	ʔ/- i/- θ n + a t + aː n i + w a + θ a l aː θ + uː n	two suff_gender1 nom_dual and three suff_pl	ʔ/- i/- θ n + a t + aː n i + w a + θ a l aː θ + uː n	3 13 14 18 4 17		Wright1997Arabic
67	stan1318	thirty three	ثَلَاثَة وَثَلَاثُون	θalaːθatun waθalaːθuːn	θ a l aː θ + a t + u n + w a + θ a l aː θ + uː n	three suff_gender1 nom_sg and three suff_pl	θ a l aː θ + a t + u n + w a + θ a l aː θ + uː n	4 13 12 18 4 17		Wright1997Arabic
68	stan1318	thirty three	ثَلَاث وَثَلَاثُون	θalaːθun waθalaːθuːn	θ a l aː θ + u n + w a + θ a l aː θ + uː n	three nom_sg and three suff_pl	θ a l aː θ + u n + w a + θ a l aː θ + uː n	4 12 18 4 17		Wright1997Arabic
69	stan1318	thirty four	أَرْبَعَة وَثَلَاثُون	ʔarbaʕatun waθalaːθuːn	ʔ a r b a ʕ + a t + u n + w a + θ a l aː θ + uː n	four suff_gender1 nom_sg and three suff_pl	ʔ a r b a ʕ + a t + u n + w a + θ a l aː θ + uː n	5 13 12 18 4 17		Wright1997Arabic
70	stan1318	thirty four	أَرْبَع وَثَلَاثُون	ʔarbaʕun waθalaːθuːn	ʔ a r b a ʕ + u n + w a + θ a l aː θ + uː n	four nom_sg and three suff_pl	ʔ a r b a ʕ + u n + w a + θ a l aː θ + uː n	5 12 18 4 17		Wright1997Arabic
71	stan1318	thirty five	خَمْسَة وَثَلَاثُون	xamsatun waθalaːθuːn	x a m s + a t + u n + w a + θ a l aː θ + uː n	five suff_gender1 nom_sg and three suff_pl	x a m s + a t + u n + w a + θ a l aː θ + uː n	6 13 12 18 4 17		Wright1997Arabic
72	stan1318	thirty five	خَمْس وَثَلَاثُون	xamsun waθalaːθuːn	x a m s + u n + w a + θ a l aː θ + uː n	five nom_sg and three suff_pl	x a m s + u n + w a + θ a l aː θ + uː n	6 12 18 4 17		Wright1997Arabic
73	stan1318	thirty six	سِتَّة وَثَلَاثُون	sittatun waθalaːθuːn	s i t t + a t + u n + w a + θ a l aː θ + uː n	six suff_gender1 nom_sg and three suff_pl	s i t t + a t + u n + w a + θ a l aː θ + uː n	7 13 12 18 4 17		Wright1997Arabic
74	stan1318	thirty six	سِتّ وَثَلَاثُون	sittun waθalaːθuːn	s i t t + u n + w a + θ a l aː θ + uː n	six nom_sg and three suff_pl	s i t t + u n + w a + θ a l aː θ + uː n	7 12 18 4 17		Wright1997Arabic
75	stan1318	thirty seven	سَبْعَة وَثَلَاثُون	sabʕatun waθalaːθuːn	s a b ʕ + a t + u n + w a + θ a l aː θ + uː n	seven suff_gender1 nom_sg and three suff_pl	s a b ʕ + a t + u n + w a + θ a l aː θ + uː n	8 13 12 18 4 17		Wright1997Arabic
76	stan1318	thirty seven	سَبْع وَثَلَاثُون	sabʕun waθalaːθuːn	s a b ʕ + u n + w a + θ a l aː θ + uː n	seven nom_sg and three suff_pl	s a b ʕ + u n + w a + θ a l aː θ + uː n	8 12 18 4 17		Wright1997Arabic
77	stan1318	thirty eight	ثَمَانِيَة وَثَلَاثُون	θamaːnijatun waθalaːθuːn	θ a m aː n i/- j/- + a t + u n + w a + θ a l aː θ + uː n	eight suff_gender1 nom_sg and three suff_pl	θ a m aː n i/- j/- + a t + u n + w a + θ a l aː θ + uː n	9 13 12 18 4 17		Wright1997Arabic
78	stan1318	thirty eight	ثَمَانٍ وَثَلَاثُون	θamaːnin waθalaːθuːn	θ a m aː n + i n + w a + θ a l aː θ + uː n	eight obl_sg and three suff_pl	θ a m aː n + i n + w a + θ a l aː θ + uː n	9 19 18 4 17		Wright1997Arabic
79	stan1318	thirty nine	تِسْعَة وَثَلَاثُون	tisʕatun waθalaːθuːn	t i s ʕ + a t + u n + w a + θ a l aː θ + uː n	nine suff_gender1 nom_sg and three suff_pl	t i s ʕ + a t + u n + w a + θ a l aː θ + uː n	10 13 12 18 4 17		Wright1997Arabic
80	stan1318	thirty nine	تِسْع وَثَلَاثُون	tisʕun waθalaːθuːn	t i s ʕ + u n + w a + θ a l aː θ + uː n	nine nom_sg and three suff_pl	t i s ʕ + u n + w a + θ a l aː θ + uː n	10 12 18 4 17		Wright1997Arabic
81	stan1318	forty	أَرْبَعُون	ʔarbaʕuːn	ʔ a r b a ʕ + uː n	four suff_pl	ʔ a r b a ʕ + uː n	5 17		Wright1997Arabic
82	stan1318	forty one	وَاحِد وَأَرْبَعُون	waːħidun waʔarbaʕuːn	w aː ħ i d + u n + w a + ʔ a r b a ʕ + uː n	one1 nom_sg and four suff_pl	w aː ħ i d + u n + w a + ʔ a r b a ʕ + uː n	1 12 18 5 17		Wright1997Arabic
83	stan1318	forty one	وَاحِدَة وَأَرْبَعُون	waːħidatun waʔarbaʕuːn	w aː ħ i d + a t + u n + w a + ʔ a r b a ʕ + uː n	one1 suff_gender1 nom_sg and four suff_pl	w aː ħ i d + a t + u n + w a + ʔ a r b a ʕ + uː n	1 13 12 18 5 17		Wright1997Arabic
84	stan1318	forty one	أَحَد وَأَرْبَعُون	ʔaħadun waʔarbaʕuːn	ʔ a ħ a d + u n + w a + ʔ a r b a ʕ + uː n	one2 nom_sg and four suff_pl	ʔ a ħ a d + u n + w a + ʔ a r b a ʕ + uː n	2 12 18 5 17		Wright1997Arabic
85	stan1318	forty one	إِحْدَى وَأَرْبَعُون	ʔaħadaː waʔarbaʕuːn	ʔ i/a ħ -/a d + aː + w a + ʔ a r b a ʕ + uː n	one2 suff_gender2 and four suff_pl	ʔ i/a ħ -/a d + aː + w a + ʔ a r b a ʕ + uː n	2 16 18 5 17		Wright1997Arabic
86	stan1318	forty two	اِثْنَان وَأَرْبَعُون	ʔiθnaːni waʔarbaʕuːn	ʔ/- i/- θ n + aː n i + w a + ʔ a r b a ʕ + uː n	two nom_dual and four suff_pl	ʔ/- i/- θ n + aː n i + w a + ʔ a r b a ʕ + uː n	3 14 18 5 17		Wright1997Arabic
87	stan1318	forty two	اِثْنَتَانِ وَأَرْبَعُون	ʔiθnataːni waʔarbaʕuːn	ʔ/- i/- θ n + a t + aː n i + w a + ʔ a r b a ʕ + uː n	two suff_gender1 nom_dual and four suff_pl	ʔ/- i/- θ n + a t + aː n i + w a + ʔ a r b a ʕ + uː n	3 13 14 18 5 17		Wright1997Arabic
88	stan1318	forty three	ثَلَاثَة وَأَرْبَعُون	θalaːθatun waʔarbaʕuːn	θ a l aː θ + a t + u n + w a + ʔ a r b a ʕ + uː n	three suff_gender1 nom_sg and four suff_pl	θ a l aː θ + a t + u n + w a + ʔ a r b a ʕ + uː n	4 13 12 18 5 17		Wright1997Arabic
89	stan1318	forty three	ثَلَاث وَأَرْبَعُون	θalaːθun waʔarbaʕuːn	θ a l aː θ + u n + w a + ʔ a r b a ʕ + uː n	three nom_sg and four suff_pl	θ a l aː θ + u n + w a + ʔ a r b a ʕ + uː n	4 12 18 5 17		Wright1997Arabic
90	stan1318	forty four	أَرْبَعَة وَأَرْبَعُون	ʔarbaʕatun waʔarbaʕuːn	ʔ a r b a ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	four suff_gender1 nom_sg and four suff_pl	ʔ a r b a ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	5 13 12 18 5 17		Wright1997Arabic
91	stan1318	forty four	أَرْبَع وَأَرْبَعُون	ʔarbaʕun waʔarbaʕuːn	ʔ a r b a ʕ + u n + w a + ʔ a r b a ʕ + uː n	four nom_sg and four suff_pl	ʔ a r b a ʕ + u n + w a + ʔ a r b a ʕ + uː n	5 12 18 5 17		Wright1997Arabic
92	stan1318	forty five	خَمْسَة وَأَرْبَعُون	xamsatun waʔarbaʕuːn	x a m s + a t + u n + w a + ʔ a r b a ʕ + uː n	five suff_gender1 nom_sg and four suff_pl	x a m s + a t + u n + w a + ʔ a r b a ʕ + uː n	6 13 12 18 5 17		Wright1997Arabic
93	stan1318	forty five	خَمْس وَأَرْبَعُون	xamsun waʔarbaʕuːn	x a m s + u n + w a + ʔ a r b a ʕ + uː n	five nom_sg and four suff_pl	x a m s + u n + w a + ʔ a r b a ʕ + uː n	6 12 18 5 17		Wright1997Arabic
94	stan1318	forty six	سِتَّة وَأَرْبَعُون	sittatun waʔarbaʕuːn	s i t t + a t + u n + w a + ʔ a r b a ʕ + uː n	six suff_gender1 nom_sg and four suff_pl	s i t t + a t + u n + w a + ʔ a r b a ʕ + uː n	7 13 12 18 5 17		Wright1997Arabic
95	stan1318	forty six	سِتّ وَأَرْبَعُون	sittun waʔarbaʕuːn	s i t t + u n + w a + ʔ a r b a ʕ + uː n	six nom_sg and four suff_pl	s i t t + u n + w a + ʔ a r b a ʕ + uː n	7 12 18 5 17		Wright1997Arabic
96	stan1318	forty seven	سَبْعَة وَأَرْبَعُون	sabʕatun waʔarbaʕuːn	s a b ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	seven suff_gender1 nom_sg and four suff_pl	s a b ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	8 13 12 18 5 17		Wright1997Arabic
97	stan1318	forty seven	سَبْع وَأَرْبَعُون	sabʕun waʔarbaʕuːn	s a b ʕ + u n + w a + ʔ a r b a ʕ + uː n	seven nom_sg and four suff_pl	s a b ʕ + u n + w a + ʔ a r b a ʕ + uː n	8 12 18 5 17		Wright1997Arabic
98	stan1318	forty eight	ثَمَانِيَة وَأَرْبَعُون	θamaːnijatun waʔarbaʕuːn	θ a m aː n i/- j/- + a t + u n + w a + ʔ a r b a ʕ + uː n	eight suff_gender1 nom_sg and four suff_pl	θ a m aː n i/- j/- + a t + u n + w a + ʔ a r b a ʕ + uː n	9 13 12 18 5 17		Wright1997Arabic
99	stan1318	forty eight	ثَمَانٍ وَأَرْبَعُون	θamaːnin waʔarbaʕuːn	θ a m aː n + i n + w a + ʔ a r b a ʕ + uː n	eight obl_sg and four suff_pl	θ a m aː n + i n + w a + ʔ a r b a ʕ + uː n	9 19 18 5 17		Wright1997Arabic
100	stan1318	forty nine	تِسْعَة وَأَرْبَعُون	tisʕatun waʔarbaʕuːn	t i s ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	nine suff_gender1 nom_sg and four suff_pl	t i s ʕ + a t + u n + w a + ʔ a r b a ʕ + uː n	10 13 12 18 5 17		Wright1997Arabic
101	stan1318	forty nine	تِسْع وَأَرْبَعُون	tisʕun waʔarbaʕuːn	t i s ʕ + u n + w a + ʔ a r b a ʕ + uː n	nine nom_sg and four suff_pl	t i s ʕ + u n + w a + ʔ a r b a ʕ + uː n	10 12 18 5 17		Wright1997Arabic
