ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
64	tigr1270	fifty two	ḥamsin wa-kəlʾe	ħamsin wa-kɨlʔe	ħ a m s + i n + w a + k ɨ l ʔ e	fifty ty and two	ħ a m s + i n + w a + k ɨ l ʔ e	50 14 13 3		Elias2014Tigre
65	tigr1270	fifty three	ḥamsin wa-salas 	ħamsin wa-salas 	ħ a m s + i n + w a + s a l a s	fifty ty and three	ħ a m s + i n + w a + s a l a s	50 14 13 4		Elias2014Tigre
66	tigr1270	fifty four	ḥamsin wa-ʾarbaʿ	ħamsin wa-ʔarbaʕ	ħ a m s + i n + w a + ʔ a r b a ʕ	fifty ty and four	ħ a m s + i n + w a + ʔ a r b a ʕ	50 14 13 5		Elias2014Tigre
67	tigr1270	fifty five	ḥamsin wa-ḥaməs	ħamsin wa-ħamɨs	ħ a m s + i n + w a + ħ a m ɨ s	fifty ty and five	ħ a m s + i n + w a + ħ a m ɨ s	50 14 13 6		Elias2014Tigre
68	tigr1270	fifty six	ḥamsin wa-səs	ħamsin wa-sɨs	ħ a m s + i n + w a + s ɨ s	fifty ty and six	ħ a m s + i n + w a + s ɨ s	50 14 13 7		Elias2014Tigre
69	tigr1270	fifty seven	ḥamsin wa-sabəʿ	ħamsin wa-sabɨʕ	ħ a m s + i n + w a + s a b ɨ ʕ	fifty ty and seven	ħ a m s + i n + w a + s a b ɨ ʕ	50 14 13 8		Elias2014Tigre
70	tigr1270	fifty eight	ḥamsin wa-samān	ħamsin wa-samaːn	ħ a m s + i n + w a + s a m aː n	fifty ty and eight	ħ a m s + i n + w a + s a m aː n	50 14 13 9		Elias2014Tigre
71	tigr1270	fifty nine	ḥamsin wa-səʿ	ħamsin wa-sɨʕ	ħ a m s + i n + w a + s ɨ ʕ	fifty ty and nine	ħ a m s + i n + w a + s ɨ ʕ	50 14 13 10		Elias2014Tigre
72	tigr1270	sixty	səttin	sɨttin	s ɨ t t + i n	sixty ty	s ɨ t t + i n	60 14		Elias2014Tigre
73	tigr1270	sixty one	səttin wa-ʾoro	sɨttin wa-ʔoro	s ɨ t t + i n + w a + ʔ o r o	sixty ty and one1	s ɨ t t + i n + w a + ʔ o r o	60 14 13 1		Elias2014Tigre
74	tigr1270	sixty one	səttin wa-ḥatta	sɨttin wa-ħatta	s ɨ t t + i n + w a + ħ a t t a	sixty ty and one2	s ɨ t t + i n + w a + ħ a t t a	60 14 13 2		Elias2014Tigre
75	tigr1270	sixty two	səttin wa-kəlʾot	sɨttin wa-kɨlʔot	s ɨ t t + i n + w a + k ɨ l ʔ -/e + o t	sixty ty and two suff_gender	s ɨ t t + i n + w a + k ɨ l ʔ -/e + o t	60 14 13 3 12		Elias2014Tigre
76	tigr1270	sixty two	səttin wa-kəlʾe	sɨttin wa-kɨlʔe	s ɨ t t + i n + w a + k ɨ l ʔ e	sixty ty and two	s ɨ t t + i n + w a + k ɨ l ʔ e	60 14 13 3		Elias2014Tigre
77	tigr1270	sixty three	səttin wa-salas 	sɨttin wa-salas 	s ɨ t t + i n + w a + s a l a s	sixty ty and three	s ɨ t t + i n + w a + s a l a s	60 14 13 4		Elias2014Tigre
78	tigr1270	sixty four	səttin wa-ʾarbaʿ	sɨttin wa-ʔarbaʕ	s ɨ t t + i n + w a + ʔ a r b a ʕ	sixty ty and four	s ɨ t t + i n + w a + ʔ a r b a ʕ	60 14 13 5		Elias2014Tigre
79	tigr1270	sixty five	səttin wa-ḥaməs	sɨttin wa-ħamɨs	s ɨ t t + i n + w a + ħ a m ɨ s	sixty ty and five	s ɨ t t + i n + w a + ħ a m ɨ s	60 14 13 6		Elias2014Tigre
80	tigr1270	sixty six	səttin wa-səs	sɨttin wa-sɨs	s ɨ t t + i n + w a + s ɨ s	sixty ty and six	s ɨ t t + i n + w a + s ɨ s	60 14 13 7		Elias2014Tigre
81	tigr1270	sixty seven	səttin wa-sabəʿ	sɨttin wa-sabɨʕ	s ɨ t t + i n + w a + s a b ɨ ʕ	sixty ty and seven	s ɨ t t + i n + w a + s a b ɨ ʕ	60 14 13 8		Elias2014Tigre
82	tigr1270	sixty eight	səttin wa-samān	sɨttin wa-samaːn	s ɨ t t + i n + w a + s a m aː n	sixty ty and eight	s ɨ t t + i n + w a + s a m aː n	60 14 13 9		Elias2014Tigre
83	tigr1270	sixty nine	səttin wa-səʿ	sɨttin wa-sɨʕ	s ɨ t t + i n + w a + s ɨ ʕ	sixty ty and nine	s ɨ t t + i n + w a + s ɨ ʕ	60 14 13 10		Elias2014Tigre
84	tigr1270	seventy	sabʿin	sabʕin	s a b ʕ + i n	seventy ty	s a b ʕ + i n	70 14		Elias2014Tigre
85	tigr1270	seventy one	sabʿin wa-ʾoro	sabʕin wa-ʔoro	s a b ʕ + i n + w a + ʔ o r o	seventy ty and one1	s a b ʕ + i n + w a + ʔ o r o	70 14 13 1		Elias2014Tigre
86	tigr1270	seventy one	sabʿin wa-ḥatta	sabʕin wa-ħatta	s a b ʕ + i n + w a + ħ a t t a	seventy ty and one2	s a b ʕ + i n + w a + ħ a t t a	70 14 13 2		Elias2014Tigre
87	tigr1270	seventy two	sabʿin wa-kəlʾot	sabʕin wa-kɨlʔot	s a b ʕ + i n + w a + k ɨ l ʔ -/e + o t	seventy ty and two suff_gender	s a b ʕ + i n + w a + k ɨ l ʔ -/e + o t	70 14 13 3 12		Elias2014Tigre
88	tigr1270	seventy two	sabʿin wa-kəlʾe	sabʕin wa-kɨlʔe	s a b ʕ + i n + w a + k ɨ l ʔ e	seventy ty and two	s a b ʕ + i n + w a + k ɨ l ʔ e	70 14 13 3		Elias2014Tigre
89	tigr1270	seventy three	sabʿin wa-salas 	sabʕin wa-salas 	s a b ʕ + i n + w a + s a l a s	seventy ty and three	s a b ʕ + i n + w a + s a l a s	70 14 13 4		Elias2014Tigre
90	tigr1270	seventy four	sabʿin wa-ʾarbaʿ	sabʕin wa-ʔarbaʕ	s a b ʕ + i n + w a + ʔ a r b a ʕ	seventy ty and four	s a b ʕ + i n + w a + ʔ a r b a ʕ	70 14 13 5		Elias2014Tigre
91	tigr1270	seventy five	sabʿin wa-ḥaməs	sabʕin wa-ħamɨs	s a b ʕ + i n + w a + ħ a m ɨ s	seventy ty and five	s a b ʕ + i n + w a + ħ a m ɨ s	70 14 13 6		Elias2014Tigre
92	tigr1270	seventy six	sabʿin wa-səs	sabʕin wa-sɨs	s a b ʕ + i n + w a + s ɨ s	seventy ty and six	s a b ʕ + i n + w a + s ɨ s	70 14 13 7		Elias2014Tigre
93	tigr1270	seventy seven	sabʿin wa-sabəʿ	sabʕin wa-sabɨʕ	s a b ʕ + i n + w a + s a b ɨ ʕ	seventy ty and seven	s a b ʕ + i n + w a + s a b ɨ ʕ	70 14 13 8		Elias2014Tigre
94	tigr1270	seventy eight	sabʿin wa-samān	sabʕin wa-samaːn	s a b ʕ + i n + w a + s a m aː n	seventy ty and eight	s a b ʕ + i n + w a + s a m aː n	70 14 13 9		Elias2014Tigre
95	tigr1270	seventy nine	sabʿin wa-səʿ	sabʕin wa-sɨʕ	s a b ʕ + i n + w a + s ɨ ʕ	seventy ty and nine	s a b ʕ + i n + w a + s ɨ ʕ	70 14 13 10		Elias2014Tigre
96	tigr1270	eighty	tamānin	tamaːnin	t a m aː n + i n	eighty ty	t a m aː n + i n	80 14		Elias2014Tigre
97	tigr1270	eighty one	tamānin wa-ʾoro	tamaːnin wa-ʔoro	t a m aː n + i n + w a + ʔ o r o	eighty ty and one1	t a m aː n + i n + w a + ʔ o r o	80 14 13 1		Elias2014Tigre
98	tigr1270	eighty one	tamānin wa-ḥatta	tamaːnin wa-ħatta	t a m aː n + i n + w a + ħ a t t a	eighty ty and one2	t a m aː n + i n + w a + ħ a t t a	80 14 13 2		Elias2014Tigre
99	tigr1270	eighty two	tamānin wa-kəlʾot	tamaːnin wa-kɨlʔot	t a m aː n + i n + w a + k ɨ l ʔ -/e + o t	eighty ty and two suff_gender	t a m aː n + i n + w a + k ɨ l ʔ -/e + o t	80 14 13 3 12		Elias2014Tigre
100	tigr1270	eighty two	tamānin wa-kəlʾe	tamaːnin wa-kɨlʔe	t a m aː n + i n + w a + k ɨ l ʔ e	eighty ty and two	t a m aː n + i n + w a + k ɨ l ʔ e	80 14 13 3		Elias2014Tigre
101	tigr1270	eighty three	tamānin wa-salas 	tamaːnin wa-salas 	t a m aː n + i n + w a + s a l a s	eighty ty and three	t a m aː n + i n + w a + s a l a s	80 14 13 4		Elias2014Tigre
102	tigr1270	eighty four	tamānin wa-ʾarbaʿ	tamaːnin wa-ʔarbaʕ	t a m aː n + i n + w a + ʔ a r b a ʕ	eighty ty and four	t a m aː n + i n + w a + ʔ a r b a ʕ	80 14 13 5		Elias2014Tigre
103	tigr1270	eighty five	tamānin wa-ḥaməs	tamaːnin wa-ħamɨs	t a m aː n + i n + w a + ħ a m ɨ s	eighty ty and five	t a m aː n + i n + w a + ħ a m ɨ s	80 14 13 6		Elias2014Tigre
104	tigr1270	eighty six	tamānin wa-səs	tamaːnin wa-sɨs	t a m aː n + i n + w a + s ɨ s	eighty ty and six	t a m aː n + i n + w a + s ɨ s	80 14 13 7		Elias2014Tigre
105	tigr1270	eighty seven	tamānin wa-sabəʿ	tamaːnin wa-sabɨʕ	t a m aː n + i n + w a + s a b ɨ ʕ	eighty ty and seven	t a m aː n + i n + w a + s a b ɨ ʕ	80 14 13 8		Elias2014Tigre
106	tigr1270	eighty eight	tamānin wa-samān	tamaːnin wa-samaːn	t a m aː n + i n + w a + s a m aː n	eighty ty and eight	t a m aː n + i n + w a + s a m aː n	80 14 13 9		Elias2014Tigre
107	tigr1270	eighty nine	tamānin wa-səʿ	tamaːnin wa-sɨʕ	t a m aː n + i n + w a + s ɨ ʕ	eighty ty and nine	t a m aː n + i n + w a + s ɨ ʕ	80 14 13 10		Elias2014Tigre
108	tigr1270	ninety	təsʿin	tɨsʕin	t ɨ s ʕ + i n	ninety ty	t ɨ s ʕ + i n	90 14		Elias2014Tigre
109	tigr1270	ninety one	təsʿin wa-ʾoro	tɨsʕin wa-ʔoro	t ɨ s ʕ + i n + w a + ʔ o r o	ninety ty and one1	t ɨ s ʕ + i n + w a + ʔ o r o	90 14 13 1		Elias2014Tigre
110	tigr1270	ninety one	təsʿin wa-ḥatta	tɨsʕin wa-ħatta	t ɨ s ʕ + i n + w a + ħ a t t a	ninety ty and one2	t ɨ s ʕ + i n + w a + ħ a t t a	90 14 13 2		Elias2014Tigre
111	tigr1270	ninety two	təsʿin wa-kəlʾot	tɨsʕin wa-kɨlʔot	t ɨ s ʕ + i n + w a + k ɨ l ʔ -/e + o t	ninety ty and two suff_gender	t ɨ s ʕ + i n + w a + k ɨ l ʔ -/e + o t	90 14 13 3 12		Elias2014Tigre
112	tigr1270	ninety two	təsʿin wa-kəlʾe	tɨsʕin wa-kɨlʔe	t ɨ s ʕ + i n + w a + k ɨ l ʔ e	ninety ty and two	t ɨ s ʕ + i n + w a + k ɨ l ʔ e	90 14 13 3		Elias2014Tigre
113	tigr1270	ninety three	təsʿin wa-salas 	tɨsʕin wa-salas 	t ɨ s ʕ + i n + w a + s a l a s	ninety ty and three	t ɨ s ʕ + i n + w a + s a l a s	90 14 13 4		Elias2014Tigre
114	tigr1270	ninety four	təsʿin wa-ʾarbaʿ	tɨsʕin wa-ʔarbaʕ	t ɨ s ʕ + i n + w a + ʔ a r b a ʕ	ninety ty and four	t ɨ s ʕ + i n + w a + ʔ a r b a ʕ	90 14 13 5		Elias2014Tigre
115	tigr1270	ninety five	təsʿin wa-ḥaməs	tɨsʕin wa-ħamɨs	t ɨ s ʕ + i n + w a + ħ a m ɨ s	ninety ty and five	t ɨ s ʕ + i n + w a + ħ a m ɨ s	90 14 13 6		Elias2014Tigre
116	tigr1270	ninety six	təsʿin wa-səs	tɨsʕin wa-sɨs	t ɨ s ʕ + i n + w a + s ɨ s	ninety ty and six	t ɨ s ʕ + i n + w a + s ɨ s	90 14 13 7		Elias2014Tigre
117	tigr1270	ninety seven	təsʿin wa-sabəʿ	tɨsʕin wa-sabɨʕ	t ɨ s ʕ + i n + w a + s a b ɨ ʕ	ninety ty and seven	t ɨ s ʕ + i n + w a + s a b ɨ ʕ	90 14 13 8		Elias2014Tigre
118	tigr1270	ninety eight	təsʿin wa-samān	tɨsʕin wa-samaːn	t ɨ s ʕ + i n + w a + s a m aː n	ninety ty and eight	t ɨ s ʕ + i n + w a + s a m aː n	90 14 13 9		Elias2014Tigre
119	tigr1270	ninety nine	təsʿin wa-səʿ	tɨsʕin wa-sɨʕ	t ɨ s ʕ + i n + w a + s ɨ ʕ	ninety ty and nine	t ɨ s ʕ + i n + w a + s ɨ ʕ	90 14 13 10		Elias2014Tigre
#@highlight=TOKENS|ALIGNMENT|SEGMENTS
#@sampa=IPA|TOKENS|SEGMENTS|TRANSCRIPTION
#@css=menu:show|database:hide
#@basics=ALIGNMENT|COGIDS|CONCEPT|DOCULECT|FORM|MORPHEMES|NOTE|SOURCE|TOKENS|VALUE
#@_selected_doculects=tigr1270
#@_selected_concepts=one
#@sorted_taxa=tigr1270
