ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
19	Geez	eight	ሰማኒ	sæmani	s æ m a n i	eight	s æ m a n i	8	/i/ part of the numeral, not case marker	Lambdin1978Geez
20	Geez	nine	ትስዐቱ	tɨsʕætu	t ɨ s ʕ æ/u + t + u	nine suff_gender suff_nom_sg1	t ɨ s ʕ æ/u + t + u	9 12 11		Lambdin1978Geez
21	Geez	nine	ተስዐቱ	tæsʕætu	t æ/ɨ s ʕ æ/u + t + u	nine suff_gender suff_nom_sg1	t æ/ɨ s ʕ æ/u + t + u	9 12 11		Lambdin1978Geez
22	Geez	nine	ተሳዐቱ	tæsaʕtu	t æ/ɨ s a/- ʕ -/u + t + u	nine suff_gender suff_nom_sg1	t æ/ɨ s a/- ʕ -/u + t + u	9 12 11		Lambdin1978Geez
23	Geez	nine	ትስዑ	tɨsʕu	t ɨ s ʕ u	nine	t ɨ s ʕ u	9	/u/ part of the numeral, not case marker	Lambdin1978Geez
24	Geez	ten	ዐሠርቱ	ʕæʃærtu	ʕ æ ʃ æ/- r + t + u	ten suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u	10 12 11		Lambdin1978Geez
25	Geez	ten	ዐሥሩ	ʕæʃru	ʕ æ ʃ r u/-	ten	ʕ æ ʃ r u/-	10	/u/ part of the numeral, not case marker	Lambdin1978Geez
26	Geez	ten	ዐሥር	ʕæʃr	ʕ æ ʃ r	ten	ʕ æ ʃ r	10		Lambdin1978Geez
27	Geez	eleven	ዐሠርቱ ወአሐዱ	ʕæʃærtuwæʔæħædu	ʕ æ ʃ æ/- r + t + u + w æ + ʔ æ ħ æ d + u	ten suff_gender suff_nom_sg1 and one suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + ʔ æ ħ æ d + u	10 12 11 14 1 11		Lambdin1978Geez
28	Geez	eleven	ዐሥሩ ወአሐቲ	ʕæʃruwæʔæħætti	ʕ æ ʃ r + w æ + ʔ æ ħ æ t/d + t + i	ten and one suff_gender suff_nom_sg2	ʕ æ ʃ r + w æ + ʔ æ ħ æ t/d + t + i	10 14 1 12 13		Lambdin1978Geez
29	Geez	twelve	ዐሠርቱ ወክልኤቱ	ʕæʃærtuwækɨlʔetu	ʕ æ ʃ æ/- r + t + u + w æ + k ɨ l ʔ e t/- + u	ten suff_gender suff_nom_sg1 and two suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + k ɨ l ʔ e t/- + u	10 12 11 14 2 11		Lambdin1978Geez
30	Geez	twelve	ዐሥሩ ወክልኤቲ	ʕæʃruwækɨlʔeti	ʕ æ ʃ r + w æ + k ɨ l ʔ e t/- + i	ten and two suff_nom_sg2	ʕ æ ʃ r + w æ + k ɨ l ʔ e t/- + i	10 14 2 13		Lambdin1978Geez
31	Geez	thirteen	ዐሠርቱ ወሠለስቱ	ʕæʃærtuwæʃælæstu	ʕ æ ʃ æ/- r + t + u + w æ + ʃ æ l æ/a s + t + u	ten suff_gender suff_nom_sg1 and three suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + ʃ æ l æ/a s + t + u	10 12 11 14 3 12 11		Lambdin1978Geez
32	Geez	thirteen	ዐሥሩ ወሠላስ	ʕæʃruwæʃælas	ʕ æ ʃ r + w æ + ʃ æ l a s	ten and three	ʕ æ ʃ r + w æ + ʃ æ l a s	10 14 3		Lambdin1978Geez
33	Geez	fourteen	ዐሠርቱ ወአርባዕቱ	ʕæʃærtuwæʔærbaʕtu	ʕ æ ʃ æ/- r + t + u + w æ + ʔ æ r b a ʕ + t + u	ten suff_gender suff_nom_sg1 and four suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + ʔ æ r b a ʕ + t + u	10 12 11 14 4 12 11		Lambdin1978Geez
34	Geez	fourteen	ዐሥሩ ወአርባዕ	ʕæʃruwæʔærbaʕ	ʕ æ ʃ r + w æ + ʔ æ r b a ʕ	ten and four	ʕ æ ʃ r + w æ + ʔ æ r b a ʕ	10 14 4		Lambdin1978Geez
35	Geez	fifteen	ዐሠርቱ ወኀምስቱ	ʕæʃærtuwæxæmɨstu	ʕ æ ʃ æ/- r + t + u + w æ + x æ m ɨ/- s + t + u	ten suff_gender suff_nom_sg1 and five suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + x æ m ɨ/- s + t + u	10 12 11 14 5 12 11		Lambdin1978Geez
36	Geez	fifteen	ዐሥሩ ወኀምስ	ʕæʃruwæxæms	ʕ æ ʃ r + w æ + x æ m s	ten and five	ʕ æ ʃ r + w æ + x æ m s	10 14 5		Lambdin1978Geez
37	Geez	sixteen	ዐሠርቱ ወስድስቱ	ʕæʃærtuwæsɨdɨstu	ʕ æ ʃ æ/- r + t + u + w æ + s ɨ d ɨ/- s -/u + t + u	ten suff_gender suff_nom_sg1 and six suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + s ɨ d ɨ/- s -/u + t + u	10 12 11 14 6 12 11		Lambdin1978Geez
38	Geez	sixteen	ዐሥሩ ወስሱ	ʕæʃruwæsɨssu	ʕ æ ʃ r + w æ + s ɨ s/d s u	ten and six	ʕ æ ʃ r + w æ + s ɨ s/d s u	10 14 6		Lambdin1978Geez
39	Geez	seventeen	ዐሠርቱ ወሰብዓቱ	ʕæʃærtuwæsæbʕætu	ʕ æ ʃ æ/- r + t + u + w æ + s æ b ʕ æ/u + t + u	ten suff_gender suff_nom_sg1 and seven suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + s æ b ʕ æ/u + t + u	10 12 11 14 7 12 11		Lambdin1978Geez
40	Geez	seventeen	ዐሥሩ ወሰብዑ	ʕæʃruwæsæbʕu	ʕ æ ʃ r + w æ + s æ b ʕ u	ten and seven	ʕ æ ʃ r + w æ + s æ b ʕ u	10 14 7		Lambdin1978Geez
41	Geez	eighteen	ዐሠርቱ ወስመንቱ	ʕæʃærtuwæsæmantu	ʕ æ ʃ æ/- r + t + u + w æ + s æ m a n -/i + t + u	ten suff_gender suff_nom_sg1 and eight suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + s æ m a n -/i + t + u	10 12 11 14 8 12 11		Lambdin1978Geez
42	Geez	eighteen	ዐሥሩ ወሰማኒ	ʕæʃruwæsæmani	ʕ æ ʃ r + w æ + s æ m a n i	ten and eight	ʕ æ ʃ r + w æ + s æ m a n i	10 14 8		Lambdin1978Geez
43	Geez	nineteen	ዐሠርቱ ወትሰዓቱ	ʕæʃærtuwætɨsʕætu	ʕ æ ʃ æ/- r + t + u + w æ + t ɨ s ʕ æ/u + t + u	ten suff_gender suff_nom_sg1 and nine suff_gender suff_nom_sg1	ʕ æ ʃ æ/- r + t + u + w æ + t ɨ s ʕ æ/u + t + u	10 12 11 14 9 12 11		Lambdin1978Geez
44	Geez	nineteen	ዐሥሩ ወትስዑ	ʕæʃruwætɨsʕu	ʕ æ ʃ r + w æ + t ɨ s ʕ u	ten and nine	ʕ æ ʃ r + w æ + t ɨ s ʕ u	10 14 9		Lambdin1978Geez
45	Geez	twenty	ዕሠራ	ʕɨʃra	ʕ ɨ/æ ʃ r + a	ten ty	ʕ ɨ/æ ʃ r + a	10 15		Lambdin1978Geez
46	Geez	twenty one	ዕሠራ ወአሐዱ	ʕɨʃrawæʔæħædu	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ ħ æ d + u	ten ty and one suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ ħ æ d + u	10 15 14 1 11		Lambdin1978Geez
47	Geez	twenty one	ዕሠራ ወአሐቲ	ʕɨʃrawæʔæħætti	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ ħ æ t/d + t + i	ten ty and one suff_gender suff_nom_sg2	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ ħ æ t/d + t + i	10 15 14 1 12 13		Lambdin1978Geez
48	Geez	twenty two	ዕሠራ ወክልኤቱ	ʕɨʃrawækɨlʔetu	ʕ ɨ/æ ʃ r + a + w æ + k ɨ l ʔ e t/- + u	ten ty and two suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + k ɨ l ʔ e t/- + u	10 15 14 2 11		Lambdin1978Geez
49	Geez	twenty two	ዕሠራ ወክልኤቲ	ʕɨʃrawækɨlʔeti	ʕ ɨ/æ ʃ r + a + w æ + k ɨ l ʔ e t/- + i	ten ty and two suff_nom_sg2	ʕ ɨ/æ ʃ r + a + w æ + k ɨ l ʔ e t/- + i	10 15 14 2 13		Lambdin1978Geez
50	Geez	twenty three	ዕሠራ ወሠለስቱ	ʕɨʃrawæʃælæstu	ʕ ɨ/æ ʃ r + a + w æ + ʃ æ l æ/a s + t + u	ten ty and three suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + ʃ æ l æ/a s + t + u	10 15 14 3 12 11		Lambdin1978Geez
51	Geez	twenty three	ዕሠራ ወሠላስ	ʕɨʃrawæʃælas	ʕ ɨ/æ ʃ r + a + w æ + ʃ æ l a s	ten ty and three	ʕ ɨ/æ ʃ r + a + w æ + ʃ æ l a s	10 15 14 3		Lambdin1978Geez
52	Geez	twenty four	ዕሠራ ወአርባዕቱ	ʕɨʃrawæʔærbaʕtu	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ r b a ʕ + t + u	ten ty and four suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ r b a ʕ + t + u	10 15 14 4 12 11		Lambdin1978Geez
53	Geez	twenty four	ዕሠራ ወአርባዕ	ʕɨʃrawæʔærbaʕ	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ r b a ʕ	ten ty and four	ʕ ɨ/æ ʃ r + a + w æ + ʔ æ r b a ʕ	10 15 14 4		Lambdin1978Geez
54	Geez	twenty five	ዕሠራ ወኀምስቱ	ʕɨʃrawæxæmɨstu	ʕ ɨ/æ ʃ r + a + w æ + x æ m ɨ/- s + t + u	ten ty and five suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + x æ m ɨ/- s + t + u	10 15 14 5 12 11		Lambdin1978Geez
55	Geez	twenty five	ዕሠራ ወኀምስ	ʕɨʃrawæxæms	ʕ ɨ/æ ʃ r + a + w æ + x æ m s	ten ty and five	ʕ ɨ/æ ʃ r + a + w æ + x æ m s	10 15 14 5		Lambdin1978Geez
56	Geez	twenty six	ዕሠራ ወስድስቱ	ʕɨʃrawæsɨdɨstu	ʕ ɨ/æ ʃ r + a + w æ + s ɨ d ɨ/- s -/u + t + u	ten ty and six suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + s ɨ d ɨ/- s -/u + t + u	10 15 14 6 12 11		Lambdin1978Geez
57	Geez	twenty six	ዕሠራ ወስሱ	ʕɨʃrawæsɨssu	ʕ ɨ/æ ʃ r + a + w æ + s ɨ s/d s u	ten ty and six	ʕ ɨ/æ ʃ r + a + w æ + s ɨ s/d s u	10 15 14 6		Lambdin1978Geez
58	Geez	twenty seven	ዕሠራ ወሰብዓቱ	ʕɨʃrawæsæbæʕatu	ʕ ɨ/æ ʃ r + a + w æ + s æ b ʕ æ/u + t + u	ten ty and seven suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + s æ b ʕ æ/u + t + u	10 15 14 7 12 11		Lambdin1978Geez
59	Geez	twenty seven	ዕሠራ ወሰብዑ	ʕɨʃrawæsæbʕu	ʕ ɨ/æ ʃ r + a + w æ + s æ b ʕ u	ten ty and seven	ʕ ɨ/æ ʃ r + a + w æ + s æ b ʕ u	10 15 14 7		Lambdin1978Geez
60	Geez	twenty eight	ዕሠራ ወስመንቱ	ʕɨʃrawæsæmæntu	ʕ ɨ/æ ʃ r + a + w æ + s æ m a n -/i + t + u	ten ty and eight suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + s æ m a n -/i + t + u	10 15 14 8 12 11		Lambdin1978Geez
61	Geez	twenty eight	ዕሠራ ወሰማኒ	ʕɨʃrawæsæmani	ʕ ɨ/æ ʃ r + a + w æ + s æ m a n i	ten ty and eight	ʕ ɨ/æ ʃ r + a + w æ + s æ m a n i	10 15 14 8		Lambdin1978Geez
62	Geez	twenty nine	ዕሠራ ወትሰዓቱ	ʕɨʃrawætɨsæʕatu	ʕ ɨ/æ ʃ r + a + w æ + t ɨ s ʕ æ/u + t + u	ten ty and nine suff_gender suff_nom_sg1	ʕ ɨ/æ ʃ r + a + w æ + t ɨ s ʕ æ/u + t + u	10 15 14 9 12 11		Lambdin1978Geez
63	Geez	twenty nine	ዕሠራ ወትስዑ	ʕɨʃrawætɨsʕu	ʕ ɨ/æ ʃ r + a + w æ + t ɨ s ʕ u	ten ty and nine	ʕ ɨ/æ ʃ r + a + w æ + t ɨ s ʕ u	10 15 14 9		Lambdin1978Geez
64	Geez	thirty	ሠላሳ	ʃælasa	ʃ æ l a s + a	three ty	ʃ æ l a s + a	3 15		Lambdin1978Geez
65	Geez	thirty one	ሠላሳ ወአሐዱ	ʃælasawæʔæħædu	ʃ æ l a s + a + w æ + ʔ æ ħ æ d + u	three ty and one suff_nom_sg1	ʃ æ l a s + a + w æ + ʔ æ ħ æ d + u	3 15 14 1 11		Lambdin1978Geez
66	Geez	thirty one	ሠላሳ ወአሐቲ	ʃælasawæʔæħætti	ʃ æ l a s + a + w æ + ʔ æ ħ æ t/d + t + i	three ty and one suff_gender suff_nom_sg2	ʃ æ l a s + a + w æ + ʔ æ ħ æ t/d + t + i	3 15 14 1 12 13		Lambdin1978Geez
67	Geez	thirty two	ሠላሳ ወክልኤቱ	ʃælasawækɨlʔetu	ʃ æ l a s + a + w æ + k ɨ l ʔ e t/- + u	three ty and two suff_nom_sg1	ʃ æ l a s + a + w æ + k ɨ l ʔ e t/- + u	3 15 14 2 11		Lambdin1978Geez
68	Geez	thirty two	ሠላሳ ወክልኤቲ	ʃælasawækɨlʔeti	ʃ æ l a s + a + w æ + k ɨ l ʔ e t/- + i	three ty and two suff_nom_sg2	ʃ æ l a s + a + w æ + k ɨ l ʔ e t/- + i	3 15 14 2 13		Lambdin1978Geez
69	Geez	thirty three	ሠላሳ ወሠለስቱ	ʃælasawæʃælæstu	ʃ æ l a s + a + w æ + ʃ æ l æ/a s + t + u	three ty and three suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + ʃ æ l æ/a s + t + u	3 15 14 3 12 11		Lambdin1978Geez
70	Geez	thirty three	ሠላሳ ወሠላስ	ʃælasawæʃælas	ʃ æ l a s + a + w æ + ʃ æ l a s	three ty and three	ʃ æ l a s + a + w æ + ʃ æ l a s	3 15 14 3		Lambdin1978Geez
71	Geez	thirty four	ሠላሳ ወአርባዕቱ	ʃælasawæʔærbaʕtu	ʃ æ l a s + a + w æ + ʔ æ r b a ʕ + t + u	three ty and four suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + ʔ æ r b a ʕ + t + u	3 15 14 4 12 11		Lambdin1978Geez
72	Geez	thirty four	ሠላሳ ወአርባዕ	ʃælasawæʔærbaʕ	ʃ æ l a s + a + w æ + ʔ æ r b a ʕ	three ty and four	ʃ æ l a s + a + w æ + ʔ æ r b a ʕ	3 15 14 4		Lambdin1978Geez
73	Geez	thirty five	ሠላሳ ወኀምስቱ	ʃælasawæxæmɨstu	ʃ æ l a s + a + w æ + x æ m ɨ/- s + t + u	three ty and five suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + x æ m ɨ/- s + t + u	3 15 14 5 12 11		Lambdin1978Geez
74	Geez	thirty five	ሠላሳ ወኀምስ	ʃælasawæxæms	ʃ æ l a s + a + w æ + x æ m s	three ty and five	ʃ æ l a s + a + w æ + x æ m s	3 15 14 5		Lambdin1978Geez
75	Geez	thirty six	ሠላሳ ወስድስቱ	ʃælasawæsɨdɨstu	ʃ æ l a s + a + w æ + s ɨ d ɨ/- s -/u + t + u	three ty and six suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + s ɨ d ɨ/- s -/u + t + u	3 15 14 6 12 11		Lambdin1978Geez
76	Geez	thirty six	ሠላሳ ወስሱ	ʃælasawæsɨssu	ʃ æ l a s + a + w æ + s ɨ s/d s u	three ty and six	ʃ æ l a s + a + w æ + s ɨ s/d s u	3 15 14 6		Lambdin1978Geez
77	Geez	thirty seven	ሠላሳ ወሰብዓቱ	ʃælasawæsæbʕatu	ʃ æ l a s + a + w æ + s æ b ʕ æ/u + t + u	three ty and seven suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + s æ b ʕ æ/u + t + u	3 15 14 7 12 11		Lambdin1978Geez
78	Geez	thirty seven	ሠላሳ ወሰብዑ	ʃælasawæsæbʕu	ʃ æ l a s + a + w æ + s æ b ʕ u	three ty and seven	ʃ æ l a s + a + w æ + s æ b ʕ u	3 15 14 7		Lambdin1978Geez
79	Geez	thirty eight	ሠላሳ ወሰመንቱ	ʃælasawæsæmæntu	ʃ æ l a s + a + w æ + s æ m a n -/i + t + u	three ty and eight suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + s æ m a n -/i + t + u	3 15 14 8 12 11		Lambdin1978Geez
80	Geez	thirty eight	ሠላሳ ወሰማኒ	ʃælasawæsæmani	ʃ æ l a s + a + w æ + s æ m a n i	three ty and eight	ʃ æ l a s + a + w æ + s æ m a n i	3 15 14 8		Lambdin1978Geez
81	Geez	thirty nine	ሠላሳ ወትሰዓቱ	ʃælasawætɨsæʕatu	ʃ æ l a s + a + w æ + t ɨ s ʕ æ/u + t + u	three ty and nine suff_gender suff_nom_sg1	ʃ æ l a s + a + w æ + t ɨ s ʕ æ/u + t + u	3 15 14 9 12 11		Lambdin1978Geez
82	Geez	thirty nine	ሠላሳ ወትስዑ	ʃælasawætɨsʕu	ʃ æ l a s + a + w æ + t ɨ s ʕ u	three ty and nine	ʃ æ l a s + a + w æ + t ɨ s ʕ u	3 15 14 9		Lambdin1978Geez
83	Geez	forty	አርብዓ	ʔærbɨʕa	ʔ æ r b ɨ/a ʕ + a	four ty	ʔ æ r b ɨ/a ʕ + a	4 15		Lambdin1978Geez
84	Geez	forty one	አርብዓ ወአሐዱ	ʔærbɨʕawæʔæħædu	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ ħ æ d + u	four ty and one suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ ħ æ d + u	4 15 14 1 11		Lambdin1978Geez
85	Geez	forty one	አርብዓ ወአሐቲ	ʔærbɨʕawæʔæħætti	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ ħ æ t/d + t + i	four ty and one suff_gender suff_nom_sg2	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ ħ æ t/d + t + i	4 15 14 1 12 13		Lambdin1978Geez
86	Geez	forty two	አርብዓ ወክልኤቱ	ʔærbɨʕawækɨlʔetu	ʔ æ r b ɨ/a ʕ + a + w æ + k ɨ l ʔ e t/- + u	four ty and two suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + k ɨ l ʔ e t/- + u	4 15 14 2 11		Lambdin1978Geez
87	Geez	forty two	አርብዓ ወክልኤቲ	ʔærbɨʕawækɨlʔeti	ʔ æ r b ɨ/a ʕ + a + w æ + k ɨ l ʔ e t/- + i	four ty and two suff_nom_sg2	ʔ æ r b ɨ/a ʕ + a + w æ + k ɨ l ʔ e t/- + i	4 15 14 2 13		Lambdin1978Geez
88	Geez	forty three	አርብዓ ወሠለስቱ	ʔærbɨʕawæʃælæstu	ʔ æ r b ɨ/a ʕ + a + w æ + ʃ æ l æ/a s + t + u	four ty and three suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + ʃ æ l æ/a s + t + u	4 15 14 3 12 11		Lambdin1978Geez
89	Geez	forty three	አርብዓ ወሠላስ	ʔærbɨʕawæʃælas	ʔ æ r b ɨ/a ʕ + a + w æ + ʃ æ l a s	four ty and three	ʔ æ r b ɨ/a ʕ + a + w æ + ʃ æ l a s	4 15 14 3		Lambdin1978Geez
90	Geez	forty four	አርብዓ ወአርባዕቱ	ʔærbɨʕawæʔærbaʕtu	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ r b a ʕ + t + u	four ty and four suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ r b a ʕ + t + u	4 15 14 4 12 11		Lambdin1978Geez
91	Geez	forty four	አርብዓ ወአርባዕ	ʔærbɨʕawæʔærbaʕ	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ r b a ʕ	four ty and four	ʔ æ r b ɨ/a ʕ + a + w æ + ʔ æ r b a ʕ	4 15 14 4		Lambdin1978Geez
92	Geez	forty five	አርብዓ ወኀምስቱ	ʔærbɨʕawæxæmɨstu	ʔ æ r b ɨ/a ʕ + a + w æ + x æ m ɨ/- s + t + u	four ty and five suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + x æ m ɨ/- s + t + u	4 15 14 5 12 11		Lambdin1978Geez
93	Geez	forty five	አርብዓ ወኀምስ	ʔærbɨʕawæxæms	ʔ æ r b ɨ/a ʕ + a + w æ + x æ m s	four ty and five	ʔ æ r b ɨ/a ʕ + a + w æ + x æ m s	4 15 14 5		Lambdin1978Geez
94	Geez	forty six	አርብዓ ወስድስቱ	ʔærbɨʕawæsɨdɨstu	ʔ æ r b ɨ/a ʕ + a + w æ + s ɨ d ɨ/- s -/u + t + u	four ty and six suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + s ɨ d ɨ/- s -/u + t + u	4 15 14 6 12 11		Lambdin1978Geez
95	Geez	forty six	አርብዓ ወስሱ	ʔærbɨʕawæsɨssu	ʔ æ r b ɨ/a ʕ + a + w æ + s ɨ s/d s u	four ty and six	ʔ æ r b ɨ/a ʕ + a + w æ + s ɨ s/d s u	4 15 14 6		Lambdin1978Geez
96	Geez	forty seven	አርብዓ ወሰብዓቱ	ʔærbɨʕawæsæbʕatu	ʔ æ r b ɨ/a ʕ + a + w æ + s æ b ʕ æ/u + t + u	four ty and seven suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + s æ b ʕ æ/u + t + u	4 15 14 7 12 11		Lambdin1978Geez
97	Geez	forty seven	አርብዓ ወሰብዑ	ʔærbɨʕawæsæbʕu	ʔ æ r b ɨ/a ʕ + a + w æ + s æ b ʕ u	four ty and seven	ʔ æ r b ɨ/a ʕ + a + w æ + s æ b ʕ u	4 15 14 7		Lambdin1978Geez
98	Geez	forty eight	አርብዓ ወስመንቱ	ʔærbɨʕawæsɨmæntu	ʔ æ r b ɨ/a ʕ + a + w æ + s æ m a n -/i + t + u	four ty and eight suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + s æ m a n -/i + t + u	4 15 14 8 12 11		Lambdin1978Geez
99	Geez	forty eight	አርብዓ ወሰማኒ	ʔærbɨʕawæsæmani	ʔ æ r b ɨ/a ʕ + a + w æ + s æ m a n i	four ty and eight	ʔ æ r b ɨ/a ʕ + a + w æ + s æ m a n i	4 15 14 8		Lambdin1978Geez
100	Geez	forty nine	አርብዓ ወትሰዓቱ	ʔærbɨʕawætɨsæʕatu	ʔ æ r b ɨ/a ʕ + a + w æ + t ɨ s ʕ æ/u + t + u	four ty and nine suff_gender suff_nom_sg1	ʔ æ r b ɨ/a ʕ + a + w æ + t ɨ s ʕ æ/u + t + u	4 15 14 9 12 11		Lambdin1978Geez
101	Geez	forty nine	አርብዓ ወትስዑ	ʔærbɨʕawætɨsʕu	ʔ æ r b ɨ/a ʕ + a + w æ + t ɨ s ʕ u	four ty and nine	ʔ æ r b ɨ/a ʕ + a + w æ + t ɨ s ʕ u	4 15 14 9		Lambdin1978Geez
102	Geez	fifty	ኀምሳ	xæmsa	x æ m s + a	five ty	x æ m s + a	5 15		Lambdin1978Geez
103	Geez	fifty one	ኀምሳ ወአሐዱ	xæmsawæʔæħædu	x æ m s + a + w æ + ʔ æ ħ æ d + u	five ty and one suff_nom_sg1	x æ m s + a + w æ + ʔ æ ħ æ d + u	5 15 14 1 11		Lambdin1978Geez
104	Geez	fifty one	ኀምሳ ወአሐቲ	xæmsawæʔæħætti	x æ m s + a + w æ + ʔ æ ħ æ t/d + t + i	five ty and one suff_gender suff_nom_sg2	x æ m s + a + w æ + ʔ æ ħ æ t/d + t + i	5 15 14 1 12 13		Lambdin1978Geez
